Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	Cnt_1 count	Cnt_2 count	Cnt_3 count	Cnt_4 count	Cnt_6 count	Nic_1 count	Nic_3 count	Nic_4 count	Nic_5 count	Nic_6 count	Cnt_1 normalised count	Cnt_2 normalised count	Cnt_3 normalised count	Cnt_4 normalised count	Cnt_6 normalised count	Nic_1 normalised count	Nic_3 normalised count	Nic_4 normalised count	Nic_5 normalised count	Nic_6 normalised count
ENSDARG00000069844	4.114385003929048e-6	7.123029038052164e-4	2.071469758715137	9	21833628	21838045	-1	protein_coding	acod1	aconitate decarboxylase 1 [Source:ZFIN;Acc:ZDB-GENE-081104-428]	13	13	29	55	13	67	121	74	125	111	14.327245731928432	12.233355754945288	24.152244808550016	55.23747504218272	11.942420903517037	70.51108279442465	102.44338401121061	73.30028705019342	140.19282360812184	108.69918038654438
ENSDARG00000087706	4.1861422394847545e-6	7.140969520899126e-4	1.6459446096984358	16	21808418	21810668	-1	protein_coding	dicp3.3	diverse immunoglobulin domain-containing protein 3.3 [Source:ZFIN;Acc:ZDB-GENE-120306-20]	9	9	4	6	7	19	16	22	25	23	9.918862429796606	8.469246291885199	3.3313441115241402	6.0259063682381155	6.43053433266302	19.995680195433856	13.546232596523717	21.791977231138585	28.03856472162437	22.523253593608295
ENSDARG00000097909	4.219234903096551e-6	7.140969520899126e-4	1.5578954590925391	6	39290777	39306721	1	protein_coding	si:dkey-195m11.11	si:dkey-195m11.11 [Source:ZFIN;Acc:ZDB-GENE-131127-648]	12	11	19	42	11	37	47	48	53	85	13.225149906395476	10.351301023415244	15.823884529739667	42.181344577666806	10.105125379899032	38.938956170055405	39.79205825228842	47.546132140666	59.441757209843665	83.23811110681326
ENSDARG00000042816	4.221421512805891e-6	7.140969520899126e-4	1.225757439867216	8	24281512	24295947	1	protein_coding	mmp9	matrix metallopeptidase 9 [Source:ZFIN;Acc:ZDB-GENE-040426-2132]	105	124	142	269	131	339	371	282	387	356	115.72006168096041	116.68739335486275	118.26271595910698	270.1614688426755	120.34285679697938	356.76503085537246	314.1032683318937	279.33352632641277	434.0369818907452	348.62079475324146
ENSDARG00000005821	4.509540590600214e-6	7.570562082401572e-4	0.9066123537656684	7	41329748	41338923	-1	protein_coding	ncf2	neutrophil cytosolic factor 2 [Source:ZFIN;Acc:ZDB-GENE-070209-29]	25	36	32	39	38	53	81	62	53	59	27.552395638323908	33.876985167540795	26.650752892193122	39.16839139354775	34.90861494874211	55.777423703052335	68.57780251990131	61.413754015026925	59.441757209843665	57.77704182708215
ENSDARG00000058325	4.815454899640088e-6	8.023344404212358e-4	0.6081813768114906	6	13045885	13058979	1	protein_coding	casp8	caspase 8, apoptosis-related cysteine peptidase [Source:ZFIN;Acc:ZDB-GENE-000713-1]	104	144	159	188	141	169	230	228	192	260	114.61796585542746	135.50794067016318	132.42092843308458	188.81173287146095	129.5293344150694	177.85631331728007	194.72709357502842	225.8441276681635	215.33617706207517	254.61069279731115
ENSDARG00000090783	5.510762161994259e-6	9.113320112671103e-4	0.994449004485408	1	59090583	59092056	1	protein_coding	mfap4	microfibril associated protein 4 [Source:ZFIN;Acc:ZDB-GENE-040426-2246]	21	29	30	21	20	43	53	39	49	47	23.144012336192084	27.289793607185644	24.985080836431052	21.090672288833403	18.372955236180058	45.25338149492925	44.871895475984815	38.63123236429113	54.95558685438376	46.025779082590866
ENSDARG00000007377	5.61409762285162e-6	9.215437283140141e-4	0.372186778125132	17	51743908	51760243	1	protein_coding	odc1	ornithine decarboxylase 1 [Source:ZFIN;Acc:ZDB-GENE-010816-1]	784	954	1001	695	906	979	1165	990	1106	1130	864.0431272178378	897.7401069398311	833.6688639089161	698.0008209875817	832.2948721989566	1030.3037321752497	986.3350609343831	980.6389754012363	1240.426103284662	1106.5772417729293
ENSDARG00000041382	6.237395837426514e-6	0.001016328615863026	0.44488844011653267	16	5650495	5671862	-1	protein_coding	si:dkey-283b15.2	si:dkey-283b15.2 [Source:ZFIN;Acc:ZDB-GENE-100921-93]	248	297	307	267	364	366	418	371	377	402	273.31976473217316	279.4851276322116	255.6806605594778	268.1528333865961	334.38778529847707	385.1799448173048	353.8953265841821	367.4919796705643	422.82155600209546	393.667301940458
ENSDARG00000059231	6.419662181526891e-6	0.001031778388507698	0.7467135676563544	15	2421432	2472933	1	protein_coding	hephl1a	hephaestin-like 1a [Source:ZFIN;Acc:ZDB-GENE-070801-4]	65	118	126	160	100	131	210	215	201	157	71.63622865964216	111.04122916027261	104.93733951301041	160.69083648634975	91.8647761809003	137.86495292641237	177.79430282937378	212.9670502133998	225.43006036185992	153.74568757376096
ENSDARG00000068382	6.425334729876458e-6	0.001031778388507698	1.2270987313652162	18	40902636	40905901	-1	protein_coding	pglyrp5	peptidoglycan recognition protein 5 [Source:ZFIN;Acc:ZDB-GENE-050419-71]	12	13	18	22	9	25	37	33	30	42	13.225149906395476	12.233355754945288	14.991048501858632	22.09499001687309	8.267829856281026	26.310105520307705	31.325662879461095	32.687965846707876	33.64627766594924	41.1294196057195
ENSDARG00000040100	6.514735664543359e-6	0.0010386082181746822	0.595370461902283	18	8869465	8889382	-1	protein_coding	si:dkey-95h12.1	si:dkey-95h12.1 [Source:ZFIN;Acc:ZDB-GENE-060503-85]	122	103	151	143	132	162	220	159	200	205	134.45569071502067	96.92581867379728	125.7582402100363	143.61743510967509	121.26150455878837	170.48948377159394	186.2606982022011	157.49656271595614	224.30851777299495	200.7507385517261
ENSDARG00000022303	7.067488163071303e-6	0.001118682412097572	0.4060841466126268	2	2168547	2175629	1	protein_coding	higd1a	HIG1 hypoxia inducible domain family, member 1A [Source:ZFIN;Acc:ZDB-GENE-030826-15]	274	356	357	280	331	386	431	395	358	461	301.97425619603	335.00574221234785	297.3224619535295	281.20896385111206	304.07240915878	406.22802923355096	364.9016405688576	391.26504574089734	401.51224681366097	451.44434376754015
ENSDARG00000099111	7.3353900753508485e-6	0.001152852794821098	-0.2973567250328187	5	67812062	67834257	1	protein_coding	zgc:175280	zgc:175280 [Source:ZFIN;Acc:ZDB-GENE-080219-39]	578	653	732	645	751	456	548	564	505	549	637.0113871580487	614.4908698445595	609.6359724089177	647.7849345855974	689.9044691185611	479.89632469041254	463.9584664309373	558.6670526528255	566.3790073768123	537.6202705604762
ENSDARG00000092778	7.587850386783485e-6	0.0011807249797647487	1.6941609994517286	3	5083407	5113772	1	protein_coding	si:ch73-338o16.4	si:ch73-338o16.4 [Source:ZFIN;Acc:ZDB-GENE-131119-14]	7	24	21	35	12	33	77	79	68	51	7.714670778730694	22.584656778360532	17.489556585501738	35.15112048138901	11.023773141708034	34.72933928680617	65.19124437077039	78.25300914817946	76.26489604281828	49.94286666408796
ENSDARG00000004261	7.619299282777936e-6	0.0011807249797647487	0.31461161300640833	14	26404640	26411918	-1	protein_coding	tmed9	transmembrane p24 trafficking protein 9 [Source:ZFIN;Acc:ZDB-GENE-050417-434]	670	687	838	668	693	757	1042	790	731	950	738.4042031070808	646.4858002805702	697.9165913643074	670.8842423305102	636.622898933639	796.6699951549173	882.1983978486071	782.5300914817947	819.8476324602966	930.30830060556
ENSDARG00000057504	7.683749003308805e-6	0.0011824435966202994	-0.5059644746660716	15	9072821	9089507	1	protein_coding	si:dkey-202g17.3	si:dkey-202g17.3 [Source:ZFIN;Acc:ZDB-GENE-131127-371]	130	179	180	146	156	116	114	104	96	104	143.2724573192843	168.44389847193895	149.91048501858631	146.63038829379414	143.30905084220444	122.07888961422775	96.51690725023148	103.01661963810967	107.66808853103758	101.84427711892447
ENSDARG00000017489	8.014919251345196e-6	0.0012249007628262728	0.8219930990794789	13	37605896	37608441	-1	protein_coding	ifi45	interferon alpha inducible protein 45 [Source:ZFIN;Acc:ZDB-GENE-051030-98]	45	80	81	100	63	111	107	155	126	122	49.594312148983036	75.28218926120176	67.45971825836384	100.4317728039686	57.87480899396718	116.8168685101662	90.59043048925236	153.5343850375673	141.3143661969868	119.47117123566139
ENSDARG00000070331	8.131879524918206e-6	0.0012342633580286813	0.5651324409427162	25	8356707	8400166	1	protein_coding	muc5.1	mucin 5.1, oligomeric mucus/gel-forming [Source:ZFIN;Acc:ZDB-GENE-120822-1]	836	1293	1441	1146	1001	1016	2214	2096	1428	1410	921.3521101455515	1216.7483839341737	1200.1167161765716	1150.9481163334801	919.5664095708119	1069.2426883453052	1874.4599355439693	2076.181103475749	1601.5628168991839	1380.7733724777258
ENSDARG00000023498	8.481495567438753e-6	0.0012785710324792025	0.43916332050522305	6	13506841	13514230	1	protein_coding	gmppab	GDP-mannose pyrophosphorylase Ab [Source:NCBI gene;Acc:393469]	168	196	210	184	203	237	267	244	230	273	185.15209868953667	184.44136368994432	174.89556585501737	184.7944619593022	186.4854956472276	249.41980033251704	226.05275645448953	241.69283838171884	257.9547954389442	267.3412274371767
ENSDARG00000052438	8.956366624917154e-6	0.0013410343541092173	0.1932868537693952	1	51407520	51428106	1	protein_coding	actr2a	actin related protein 2a [Source:NCBI gene;Acc:406820]	836	992	1122	1003	1041	1035	1284	1071	949	1155	921.3521101455515	933.499146838902	934.4420232825214	1007.330681223805	956.312320043172	1089.238368540739	1087.0851658710283	1060.8730733886102	1064.3439168328612	1131.0590391572862
ENSDARG00000097157	9.127074698611103e-6	0.0013574226531625638	0.6987732938665536	15	29593547	29598679	-1	protein_coding	si:ch211-207n23.2	si:ch211-207n23.2 [Source:ZFIN;Acc:ZDB-GENE-131121-310]	523	798	844	681	625	761	1239	1119	1015	1268	576.3961167537361	750.9398378804876	702.9136075315936	683.9403727950261	574.1548511306268	800.8796120381666	1048.9863866933053	1108.4192055292763	1138.3657276979493	1241.7167633345791
ENSDARG00000034211	9.715211246835074e-6	0.0014352605415324348	0.3999213393494432	22	26443235	26476078	1	protein_coding	capn2l	calpain 2, (m/II) large subunit, like [Source:ZFIN;Acc:ZDB-GENE-050417-341]	574	727	837	629	660	653	1033	842	841	973	632.6030038559169	684.1268949111711	697.0837553364264	631.7158509369624	606.3075227939419	687.2199561904372	874.5786420130624	834.0384013008495	943.2173172354438	952.8315541991683
ENSDARG00000043719	9.782874929981628e-6	0.001435685486413198	0.6062795018869694	1	56036644	56080165	-1	protein_coding	c3a.6	complement component c3a, duplicate 6 [Source:ZFIN;Acc:ZDB-GENE-041212-2]	679	904	987	1033	919	1039	1311	1353	1469	1390	748.3230655368774	850.68873865158	822.0091595185817	1037.4602130649955	844.2372931024737	1093.4479854239883	1109.944433377662	1340.206599715023	1647.546063042648	1361.1879345702405
ENSDARG00000058605	9.874032025405677e-6	0.001439529932124933	0.4903749986408975	5	12562188	12587053	-1	protein_coding	vsig10	V-set and immunoglobulin domain containing 10 [Source:NCBI gene;Acc:100005564]	154	207	251	238	197	226	346	299	237	309	169.72275713207526	194.79266471335958	209.0418429981398	239.02761927344525	180.97360907637358	237.84335390358166	292.9372798998254	296.17278145956533	265.805593560999	302.5950156706506
ENSDARG00000115956	9.951964308069626e-6	0.0014414086867112607	-0.5054004546326801	13	1542493	1552927	1	protein_coding	CABZ01044281.1	NA	2534	2953	3393	2495	3401	2317	2281	2100	1595	1679	2792.7108219005113	2778.8538111041103	2825.812642600352	2505.7727314590165	3124.321037912419	2438.420579622118	1931.1847845419124	2080.1432811541376	1788.8604292396349	1644.1975123334055
ENSDARG00000069566	1.02693715504435e-5	0.0014777225555703114	0.7098603889386919	1	45149844	45157243	-1	protein_coding	mucms1	mucin, multiple PTS and SEA group, member 1 [Source:ZFIN;Acc:ZDB-GENE-061009-17]	96	169	156	137	118	174	255	225	184	225	105.80119925116381	159.03362481428874	129.92242034944147	137.59152874143697	108.40043589346234	183.11833442134161	215.89308200709672	222.87249440937188	206.36383635115536	220.33617645921157
ENSDARG00000103556	1.0386381341725274e-5	0.0014849174873073038	1.3373215835236725	11	29734586	29737088	-1	protein_coding	si:ch211-218g23.6	si:ch211-218g23.6 [Source:ZFIN;Acc:ZDB-GENE-141216-449]	17	18	19	25	10	63	49	38	24	44	18.735629034060256	16.938492583770397	15.823884529739667	25.10794320099215	9.186477618090029	66.30146591117541	41.48533732685388	37.64068794469392	26.917022132759396	43.08796339646804
ENSDARG00000021924	1.0898940496853836e-5	0.0015481172648299957	0.7353205533298476	3	26123736	26127091	1	protein_coding	hsp70.3	heat shock cognate 70-kd protein, tandem duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-110713-1]	42	52	55	45	37	49	80	76	84	80	46.28802467238417	48.93342301978115	45.80598153345693	45.19429776178587	33.98996718693311	51.5678068198031	67.73116298261859	75.28137588938785	94.20957746465788	78.3417516299419
ENSDARG00000009702	1.1003392937428991e-5	0.0015481172648299957	0.8455775666551112	7	49695904	49715154	1	protein_coding	ascl1b	si:ch211-210p4.6 [Source:NCBI gene;Acc:560440]	38	89	73	119	60	94	159	136	126	142	41.87964137025234	83.75143555308696	60.797030035315565	119.51380963672263	55.11886570854017	98.92599675635697	134.61568642795444	134.71404106522036	141.3143661969868	139.05660914314686
ENSDARG00000057303	1.1038020209527948e-5	0.0015481172648299957	0.2547024876855651	1	38142354	38170906	1	protein_coding	galnt7	UDP-N-acetyl-alpha-D-galactosamine: polypeptide N-acetylgalactosaminyltransferase 7 [Source:ZFIN;Acc:ZDB-GENE-050522-284]	1016	1193	1278	1155	1188	1097	1618	1410	1189	1400	1119.7293587414836	1122.6456473576714	1064.3644436319628	1159.9869758858372	1091.3535410290954	1154.487430231102	1369.862771323461	1396.6676316320638	1333.514138160455	1370.9806535239832
ENSDARG00000038068	1.1170754071231221e-5	0.0015568799384810305	0.2123141508902404	3	25269861	25275403	-1	protein_coding	ddx5	DEAD (Asp-Glu-Ala-Asp) box helicase 5 [Source:ZFIN;Acc:ZDB-GENE-030131-925]	4361	5314	5609	4261	5201	5407	6389	5429	4818	5502	4806.239895149222	5000.619421675327	4671.377280384726	4279.397839177102	4777.887009168624	5690.3496219321505	5409.180003699376	5377.665653993245	5403.592193151449	5387.953968349254
ENSDARG00000038424	1.161106776607501e-5	0.0016081328856013888	1.1841912461295248	16	16665203	16701718	-1	protein_coding	c4b	complement 4B (Chido blood group) [Source:ZFIN;Acc:ZDB-GENE-100805-2]	192	214	272	230	186	290	465	560	570	484	211.60239850232762	201.37985627371472	226.53139958364153	230.99307744912775	170.86848369647453	305.1972240355694	393.6873848364705	554.7048749744367	639.2792756530356	473.9675973611485
ENSDARG00000055752	1.179353053742427e-5	0.0016232586131013776	-0.33526918317255877	14	30636955	30642819	-1	protein_coding	npas4a	neuronal PAS domain protein 4a [Source:NCBI gene;Acc:724016]	682	748	825	578	793	521	608	633	479	520	751.6293530134762	703.8884695922366	687.0897230018539	580.4956468069385	728.4876751145392	548.3025990432126	514.7568386679012	627.014617605033	537.2189000663229	509.2213855946223
ENSDARG00000079267	1.1949900619043068e-5	0.0016334898535688362	0.8369477605791947	5	66755748	66798729	-1	protein_coding	fermt3a	fermitin family member 3a [Source:ZFIN;Acc:ZDB-GENE-081031-46]	33	35	45	41	30	41	93	61	66	57	36.36916224258756	32.93595780177577	37.47762125464658	41.177026849627126	27.559432854270085	43.14857305330464	78.7374769672941	60.42320959542971	74.02181086508834	55.8184980363336
ENSDARG00000088612	1.2015290890420591e-5	0.0016334898535688362	0.9248667971808813	14	11509638	11529311	-1	protein_coding	si:ch211-153b23.7	si:ch211-153b23.7 [Source:ZFIN;Acc:ZDB-GENE-141216-14]	21	25	30	26	28	38	66	46	32	57	23.144012336192084	23.525684144125552	24.985080836431052	26.112260929031834	25.72213733065208	39.99136039086771	55.87820946066033	45.56504330147159	35.889362843679194	55.8184980363336
ENSDARG00000074967	1.3239299090885903e-5	0.0017889199259392172	0.30520288655364897	15	29092527	29114467	-1	protein_coding	zgc:162698	zgc:162698 [Source:ZFIN;Acc:ZDB-GENE-041111-185]	410	514	574	473	523	476	733	563	521	676	451.8592884685121	483.68806600322137	478.04788000371417	475.04228536277145	480.4527794261085	500.94440910665867	620.5867808282428	557.6765082332283	584.3236887986518	661.987801273009
ENSDARG00000058160	1.4078843472507847e-5	0.0018908313415198419	1.2306460277982096	13	7442023	7453702	1	protein_coding	tnfaip2b	tumor necrosis factor, alpha-induced protein 2b [Source:ZFIN;Acc:ZDB-GENE-081107-56]	15	21	44	23	16	44	78	37	57	50	16.531437382994344	19.761574681065465	36.64478522676554	23.099307744912775	14.698364188944046	46.30578571574156	66.03788390805312	36.65014352509671	63.92792756530356	48.96359476871368
ENSDARG00000074501	1.521469795327206e-5	0.002019933203619328	0.8239042713649747	1	37372919	37377509	-1	protein_coding	tnip2	TNFAIP3 interacting protein 2 [Source:ZFIN;Acc:ZDB-GENE-120913-2]	34	36	48	64	44	80	107	75	68	57	37.47125806812051	33.876985167540795	39.97612933828968	64.2763345945399	40.42050151959613	84.19233766498465	90.59043048925236	74.29083146979063	76.26489604281828	55.8184980363336
ENSDARG00000091116	1.5222420803448906e-5	0.002019933203619328	0.5023919384600474	19	22850657	22919764	1	protein_coding	pkhd1l1	polycystic kidney and hepatic disease 1 (autosomal recessive)-like 1 [Source:ZFIN;Acc:ZDB-GENE-060503-475]	500	705	812	751	685	686	1329	973	794	955	551.0479127664781	663.4242928643406	676.2628546394005	754.2426137578042	629.2737168391669	721.9492954772434	1125.1839450487512	963.7997202680838	890.5048155587899	935.2046600824314
ENSDARG00000088539	1.549120916545773e-5	0.0020433642565865673	0.6969103912393387	10	22123831	22127942	-1	protein_coding	ponzr2	plac8 onzin related protein 2 [Source:ZFIN;Acc:ZDB-GENE-050411-41]	54	107	80	61	85	93	117	146	105	139	59.51317457877964	100.68992813685736	66.6268822304828	61.26338141042084	78.08505975376525	97.87359253554466	99.05682586207968	144.61948526119244	117.76197183082235	136.11879345702405
ENSDARG00000039892	1.641155169090414e-5	0.0021519525767481405	0.5158221929585068	17	15213496	15219940	1	protein_coding	gnpnat1	glucosamine-phosphate N-acetyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-050522-450]	112	103	136	116	128	159	180	152	158	168	123.4347324596911	96.92581867379728	113.26569979182077	116.50085645260357	117.58691351155237	167.332271109157	152.3951167108918	150.5627517787757	177.20372904066602	164.517678422878
ENSDARG00000087492	1.7054012538482137e-5	0.0022230406932515537	0.6861733584003159	21	44041088	44081540	-1	protein_coding	FO704810.1	arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1-like [Source:NCBI gene;Acc:100005008]	88	114	171	167	151	152	260	215	189	252	96.98443264690016	107.27711969721253	142.414960767657	167.72106058262756	138.71581203315944	159.96544156347085	220.12627969351038	212.9670502133998	211.97154929548023	246.77651763431697
ENSDARG00000105674	1.7892646975672608e-5	0.0023187196314672803	1.285019659046094	4	76671012	76688961	1	protein_coding	ms4a17a.2	membrane-spanning 4-domains, subfamily A, member 17a.2 [Source:ZFIN;Acc:ZDB-GENE-070705-367]	12	16	25	27	9	25	41	54	48	39	13.225149906395476	15.056437852240354	20.820900697025877	27.11657865707152	8.267829856281026	26.310105520307705	34.712221028592026	53.48939865824926	53.83404426551879	38.19160391959667
ENSDARG00000089312	1.8118604946930296e-5	0.0023343504978138104	1.8459874792171143	3	5331428	5342333	1	protein_coding	si:ch73-106l15.4	si:ch73-106l15.4 [Source:ZFIN;Acc:ZDB-GENE-131120-96]	5	0	10	12	4	6	31	18	25	28	5.510479127664782	0	8.32836027881035	12.051812736476231	3.6745910472360115	6.314425324873849	26.2458256557647	17.82979955274975	28.03856472162437	27.419613070479663
ENSDARG00000092204	1.8411097638883378e-5	0.002358323258252345	0.8513327121522404	4	76659013	76667229	1	protein_coding	ms4a17a.5	membrane-spanning 4-domains, subfamily A, member 17A.5 [Source:ZFIN;Acc:ZDB-GENE-040912-55]	20	46	49	52	43	51	79	79	62	92	22.041916510659128	43.28725882519102	40.80896536617072	52.22452185806367	39.501853757787124	53.672615261427715	66.88452344533584	78.25300914817946	69.53564050962844	90.09301437443318
ENSDARG00000099448	1.921873197083022e-5	0.0024476270142160784	0.4328035170957098	16	35905031	35938157	1	protein_coding	sh3d21	SH3 domain containing 21 [Source:ZFIN;Acc:ZDB-GENE-051120-57]	484	644	753	603	630	635	1024	767	765	849	533.4143795579508	606.0216235526742	627.1255289944194	605.6035900079306	578.7480899396718	668.2766802158156	866.9588861775179	759.7475698310589	857.9800804817057	831.4018391727584
ENSDARG00000040158	2.0301416048241774e-5	0.00257073931216593	0.2105754533708404	16	31815244	31824525	-1	protein_coding	cdc42l	cell division cycle 42, like [Source:ZFIN;Acc:ZDB-GENE-030131-6069]	1192	1336	1595	1362	1344	1346	1709	1497	1374	1671	1313.6982240352838	1257.2125606620696	1328.373464470251	1367.8807455900521	1234.6625918712998	1416.5360812133667	1446.9069692161895	1482.844996137021	1540.9995171004753	1636.3633371704113
ENSDARG00000098899	2.0517773986213276e-5	0.002583374270082308	0.6022482661854875	1	59555936	59567685	-1	protein_coding	zmp:0000001082	zmp:0000001082 [Source:ZFIN;Acc:ZDB-GENE-140106-42]	82	114	139	101	116	126	205	166	124	186	90.37185769370242	107.27711969721253	115.76420787546388	101.43609053200828	106.56314036984433	132.60293182235083	173.56110514296012	164.4303736531366	139.07128101925687	182.1445725396149
ENSDARG00000079315	2.1056052355662496e-5	0.0026361701706298355	1.0282130640574032	8	19948606	19977088	-1	protein_coding	lpxn	leupaxin [Source:ZFIN;Acc:ZDB-GENE-081105-159]	21	13	21	15	22	31	40	36	43	30	23.144012336192084	12.233355754945288	17.489556585501738	15.064765920595288	20.210250759798065	32.62453084518155	33.86558149130929	35.6595991054995	48.22633132119392	29.37815686122821
ENSDARG00000005972	2.1320766148555953e-5	0.002654315605910112	0.27504180295141567	18	15287065	15329471	-1	protein_coding	ric8b	RIC8 guanine nucleotide exchange factor B [Source:NCBI gene;Acc:334503]	383	457	594	394	472	469	640	538	488	534	422.1027011791223	430.04950615461513	494.70460056133487	395.7011848476362	433.6017435738494	493.57757956097254	541.8493038609487	532.9128977432981	547.3127833661077	522.9311921298621
ENSDARG00000073912	2.2809768727594917e-5	0.0028204994128605172	1.3152465071111377	1	54650048	54659923	1	protein_coding	si:ch211-202h22.7	si:ch211-202h22.7 [Source:ZFIN;Acc:ZDB-GENE-090313-77]	5	12	12	17	8	23	27	36	21	22	5.510479127664782	11.292328389180266	9.99403233457242	17.07340137667466	7.349182094472023	24.20529707868309	22.85926750663377	35.6595991054995	23.55239436616447	21.54398169823402
ENSDARG00000104642	2.2910193786773154e-5	0.0028204994128605172	0.7913563494841659	12	44162747	44171241	-1	protein_coding	si:dkey-31i7.2	si:dkey-31i7.2 [Source:ZFIN;Acc:ZDB-GENE-131121-104]	53	89	97	106	70	114	221	133	123	106	58.411078753246684	83.75143555308696	80.7850947044604	106.45767917220671	64.30534332663021	119.97408117260314	187.10733773948382	131.74240780642873	137.9497384303919	103.80282090967302
ENSDARG00000016391	2.340487994681546e-5	0.00285906269951022	-0.30306967133688817	11	2111582	2131280	-1	protein_coding	calcoco1b	calcium binding and coiled-coil domain 1b [Source:ZFIN;Acc:ZDB-GENE-031118-126]	762	1150	1177	1078	1103	699	961	828	816	787	839.7970190561127	1082.1814706297755	980.2480048159783	1082.6545108267815	1013.2684812753301	735.6305503478034	813.6205953287057	820.1707794264886	915.1787525138194	770.6869816595533
ENSDARG00000045959	2.3481471629551447e-5	0.00285906269951022	1.0196761764048756	16	3103182	3127749	-1	protein_coding	csf3r	colony stimulating factor 3 receptor (granulocyte) [Source:ZFIN;Acc:ZDB-GENE-080104-4]	17	12	29	35	25	41	59	38	49	43	18.735629034060256	11.292328389180266	24.152244808550016	35.15112048138901	22.966194045225073	43.14857305330464	49.95173269968121	37.64068794469392	54.95558685438376	42.108691501093766
ENSDARG00000037158	2.4079152132194227e-5	0.0029090319023933418	0.41842611175811306	16	34185613	34195002	-1	protein_coding	rcc1	regulator of chromosome condensation 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2216]	123	138	142	125	127	158	199	170	139	178	135.55778654055362	129.86177647557307	118.26271595910698	125.53971600496074	116.66826574974337	166.27986688834469	168.48126791926373	168.39255133152542	155.8944198522315	174.31039737662073
ENSDARG00000013024	2.415441651806746e-5	0.0029090319023933418	0.5364692962065956	10	2899108	2921297	1	protein_coding	erap1a	endoplasmic reticulum aminopeptidase 1a [Source:ZFIN;Acc:ZDB-GENE-091113-7]	107	157	198	178	150	183	275	211	220	209	117.92425333202632	147.7412964251085	164.90153352044496	178.76855559106409	137.79716427135043	192.5899724086524	232.8258727527514	209.00487253501097	246.73936955029444	204.6678261332232
ENSDARG00000094485	2.4999202247963086e-5	0.002994499036837092	1.2602391142033347	1	35662474	35695724	-1	protein_coding	si:dkey-27h10.2	si:dkey-27h10.2 [Source:ZFIN;Acc:ZDB-GENE-090313-296]	10	10	25	29	14	32	48	35	31	57	11.020958255329564	9.41027365765022	20.820900697025877	29.125214113150893	12.86106866532604	33.67693506599386	40.63869778957115	34.669054685902296	34.76782025481422	55.8184980363336
ENSDARG00000027141	2.5170154732880823e-5	0.0029987668219389196	0.2091513578797055	5	13337507	13353905	-1	protein_coding	ube2l3b	ubiquitin-conjugating enzyme E2L 3b [Source:ZFIN;Acc:ZDB-GENE-030131-662]	1010	1215	1434	1109	1188	1150	1514	1297	1243	1402	1113.1167837882858	1143.348249404502	1194.2868639814044	1113.7883603960117	1091.3535410290954	1210.2648539341544	1281.8122594460567	1284.7361122175794	1394.0774379591637	1372.9391973147317
ENSDARG00000114022	2.5656792049012616e-5	0.0030403984588562544	0.186258891684567	14	164556	187110	1	protein_coding	WDR1	WD repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12754]	1563	1761	2059	1603	1815	1750	2354	1870	1701	1968	1722.5757753080106	1657.1491911122039	1714.8093814070512	1609.9213180476165	1667.3456876833402	1841.7073864215392	1992.9894707635517	1852.3180646467797	1907.743943659322	1927.2070900965707
ENSDARG00000099774	2.7692450180629603e-5	0.0032641739149082555	0.4697220683684908	7	67733759	67744619	1	protein_coding	cyb5b	cytochrome b5 type B [Source:ZFIN;Acc:ZDB-GENE-040426-2614]	111	139	117	111	139	130	177	186	162	167	122.33263663415815	130.8028038413381	97.441815262081107	111.47926781240514	127.6920388914514	136.81254870560005	149.8551980990436	184.24126204508076	181.68989939612592	163.5384065275037
ENSDARG00000117512	2.8830690352740173e-5	0.003379397791897635	-0.8828657031768653	1	56671781	56693370	-1	lincRNA	LO018605.3	NA	49	52	103	50	63	23	52	37	26	27	54.00269545111486	48.93342301978115	85.78211087174661	50.2158864019843	57.87480899396718	24.20529707868309	44.02525593870208	36.65014352509671	29.160107310489344	26.440341175105388
ENSDARG00000088689	2.8974981067714376e-5	0.003379397791897635	0.6116956780495777	16	152182	168150	1	protein_coding	si:ch211-201o1.1	si:ch211-201o1.1 [Source:ZFIN;Acc:ZDB-GENE-120709-60]	73	118	115	112	103	122	184	164	145	150	80.4529952639058	111.04122916027261	95.77614320631903	112.48358554044482	94.6207194663273	128.3933149391016	155.78167486002275	162.44928481394217	162.62367538542134	146.89078430614106
ENSDARG00000015278	2.996608730399944e-5	0.003476693689301715	0.5183786959744723	4	18281954	18315912	-1	protein_coding	plxnc1	plexin C1 [Source:ZFIN;Acc:ZDB-GENE-030131-1620]	132	136	178	134	170	163	242	225	207	194	145.47664897035023	127.979721744043	148.24481296282426	134.57857555731792	156.1701195075305	171.54188799240623	204.88676802242122	222.87249440937188	232.1593158950498	189.9787477026091
