Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000020645	2.4108594551304442e-4	0.021225842063289938	0.16648952037508566	21	30502002	30537411	1	protein_coding	slc7a3a	solute carrier family 7 member 3a [Source:ZFIN;Acc:ZDB-GENE-041114-206]
ENSDARG00000001953	2.431174537638148e-4	0.02132205776928592	0.45966207643693	4	25472505	25485404	-1	protein_coding	pfkfb3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:ZFIN;Acc:ZDB-GENE-040426-2724]
ENSDARG00000079009	2.447412998922191e-4	0.02137993043256642	0.39951219651885667	14	6423973	6519076	1	protein_coding	abca1b	ATP-binding cassette, sub-family A (ABC1), member 1B [Source:ZFIN;Acc:ZDB-GENE-030131-9826]
ENSDARG00000062132	2.456597773673711e-4	0.02137993043256642	-0.23432227048031962	1	17900306	17912645	1	protein_coding	cyp4v8	cytochrome P450, family 4, subfamily V, polypeptide 8 [Source:ZFIN;Acc:ZDB-GENE-061103-601]
ENSDARG00000003570	2.505212840480443e-4	0.021635858822858164	-0.22628453176881178	4	9836465	9843836	1	protein_coding	hsp90b1	heat shock protein 90, beta (grp94), member 1 [Source:ZFIN;Acc:ZDB-GENE-031002-1]
ENSDARG00000078108	2.514004899176082e-4	0.021635858822858164	0.7433572393179272	1	41478345	41484861	1	protein_coding	dok1a	docking protein 1a [Source:ZFIN;Acc:ZDB-GENE-080721-2]
ENSDARG00000075831	2.514579233649375e-4	0.021635858822858164	0.17322166763086064	7	24208611	24236364	-1	protein_coding	slc7a8a	solute carrier family 7 member 8a [Source:ZFIN;Acc:ZDB-GENE-121120-2]
ENSDARG00000099149	2.5663960132492087e-4	0.021998371864511614	0.46941906124856914	3	48842918	48869632	1	protein_coding	hs3st3b1a	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1a [Source:ZFIN;Acc:ZDB-GENE-070202-4]
ENSDARG00000018898	2.590546367153924e-4	0.022121902530038116	0.24775762242043403	5	25680842	25694362	1	protein_coding	zfand5a	zinc finger, AN1-type domain 5a [Source:ZFIN;Acc:ZDB-GENE-040426-1979]
ENSDARG00000117450	2.6427712940153294e-4	0.022483352038785844	0.8257766226175528	1	40683491	40692718	1	lincRNA	FO834828.2	NA
ENSDARG00000088377	2.71913107808122e-4	0.02296188705231826	0.5882811515697166	20	19119800	19148677	1	protein_coding	rp1l1b	rp1 like 1b [Source:ZFIN;Acc:ZDB-GENE-091204-67]
ENSDARG00000042458	2.7192373396758146e-4	0.02296188705231826	-0.3646523715435582	11	45426609	45435014	-1	protein_coding	rfc4	replication factor C (activator 1) 4 [Source:ZFIN;Acc:ZDB-GENE-040824-3]
ENSDARG00000078694	2.782576846836183e-4	0.023409715954031074	0.20310981858461327	2	258698	283376	1	protein_coding	phlpp1	PH domain and leucine rich repeat protein phosphatase 1 [Source:ZFIN;Acc:ZDB-GENE-131127-271]
ENSDARG00000075837	2.793887812453215e-4	0.023418140833902135	0.2917068148198256	21	18405585	18445953	1	protein_coding	si:dkey-1d7.3	si:dkey-1d7.3 [Source:ZFIN;Acc:ZDB-GENE-091118-46]
ENSDARG00000040100	2.815347946361416e-4	0.023504703551616046	0.46424125146451906	18	8869465	8889382	-1	protein_coding	si:dkey-95h12.1	si:dkey-95h12.1 [Source:ZFIN;Acc:ZDB-GENE-060503-85]
ENSDARG00000033160	2.8249104422589395e-4	0.023504703551616046	-0.2493272926365746	3	23488652	23496223	1	protein_coding	nr1d1	nuclear receptor subfamily 1, group d, member 1 [Source:ZFIN;Acc:ZDB-GENE-050105-1]
ENSDARG00000098258	2.85442984365672e-4	0.023663640109000874	0.42235314818404146	KN149739.1	39153	44920	-1	protein_coding	SLC16A7	zgc:165507 [Source:ZFIN;Acc:ZDB-GENE-070620-11]
ENSDARG00000052783	2.9230053514173274e-4	0.024120860990441275	-0.28033257289470054	13	42124566	42143637	1	protein_coding	cdc42ep3	CDC42 effector protein (Rho GTPase binding) 3 [Source:ZFIN;Acc:ZDB-GENE-040912-89]
ENSDARG00000020228	2.9308200014799876e-4	0.024120860990441275	-0.16924792951822493	19	10558535	10577420	1	protein_coding	usf2	upstream transcription factor 2, c-fos interacting [Source:ZFIN;Acc:ZDB-GENE-030131-8475]
ENSDARG00000095796	2.9584901954580366e-4	0.024253129524297912	-0.45783808861134906	16	17714664	17719792	1	protein_coding	si:dkey-87o1.2	si:dkey-87o1.2 [Source:ZFIN;Acc:ZDB-GENE-110411-217]
ENSDARG00000103459	2.9682456560663965e-4	0.024253129524297912	0.2503515861948437	KN149912.1	57102	76613	-1	protein_coding	evplb	envoplakin b [Source:ZFIN;Acc:ZDB-GENE-030131-212]
ENSDARG00000067796	3.0022751402475724e-4	0.024393535179782416	0.31533749383791715	25	35565590	35599887	-1	protein_coding	clpxb	caseinolytic mitochondrial matrix peptidase chaperone subunit b [Source:ZFIN;Acc:ZDB-GENE-130404-1]
ENSDARG00000101637	3.0069072640717925e-4	0.024393535179782416	-0.17726065565904126	7	54668303	54679595	-1	protein_coding	ccnd1	cyclin D1 [Source:NCBI gene;Acc:30222]
ENSDARG00000045070	3.054728462289947e-4	0.024693294313493288	0.7845813147510591	12	26434478	26461744	1	protein_coding	itgb3b	integrin beta 3b [Source:ZFIN;Acc:ZDB-GENE-071207-2]
ENSDARG00000028027	3.083491180049995e-4	0.024837412111643843	0.23526244707074653	6	15651977	15653494	-1	protein_coding	trim63a	tripartite motif containing 63a [Source:ZFIN;Acc:ZDB-GENE-040625-139]
ENSDARG00000020107	3.1167034497825153e-4	0.025016225746222556	0.13374290090179208	15	20900627	20939579	-1	protein_coding	usp2a	ubiquitin specific peptidase 2a [Source:ZFIN;Acc:ZDB-GENE-041212-59]
ENSDARG00000094345	3.1510969607844016e-4	0.025203227980358338	-0.8295385505242383	23	31253297	31266586	-1	protein_coding	si:dkey-261l7.2	si:dkey-261l7.2 [Source:ZFIN;Acc:ZDB-GENE-090313-288]
ENSDARG00000077157	3.192589342998944e-4	0.025445497167095092	-0.3651991733222886	1	25959084	25966411	-1	protein_coding	synpo2b	synaptopodin 2b [Source:ZFIN;Acc:ZDB-GENE-101230-1]
ENSDARG00000074490	3.280871939586556e-4	0.02605769444325476	-0.18715652857622747	7	31339129	31367917	1	protein_coding	casc4	cancer susceptibility candidate 4 [Source:ZFIN;Acc:ZDB-GENE-091130-1]
ENSDARG00000039243	3.311403031686603e-4	0.02609445495433875	-1.3926095755076917	13	37617518	37620290	-1	protein_coding	zgc:152791	zgc:152791 [Source:ZFIN;Acc:ZDB-GENE-060901-4]
ENSDARG00000095046	3.311588069070174e-4	0.02609445495433875	-0.4184902874648227	8	36570508	36579527	1	protein_coding	pold2	polymerase (DNA directed), delta 2, regulatory subunit [Source:ZFIN;Acc:ZDB-GENE-030616-157]
ENSDARG00000044827	3.319963672376799e-4	0.02609445495433875	-0.26722709651301035	11	27486584	27501027	-1	protein_coding	wnt7aa	wingless-type MMTV integration site family, member 7Aa [Source:ZFIN;Acc:ZDB-GENE-051129-1]
ENSDARG00000062221	3.4056436066281305e-4	0.0266755843188131	-0.4240811002645327	5	23888314	23909934	-1	protein_coding	arap1a	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1a [Source:ZFIN;Acc:ZDB-GENE-030131-6226]
ENSDARG00000055504	3.43480339694678e-4	0.026739090353298117	-0.3359592016796332	7	19482084	19491627	1	protein_coding	si:ch211-212k18.7	si:ch211-212k18.7 [Source:ZFIN;Acc:ZDB-GENE-030131-1312]
ENSDARG00000052658	3.4372944676042485e-4	0.026739090353298117	0.6231722046521985	10	8437930	8468949	1	protein_coding	pptc7b	PTC7 protein phosphatase homolog b [Source:ZFIN;Acc:ZDB-GENE-081105-111]
ENSDARG00000062788	3.490952214840887e-4	0.02702408172089776	-1.251132811326096	14	11427052	11430610	-1	protein_coding	irg1l	immunoresponsive gene 1, like [Source:ZFIN;Acc:ZDB-GENE-061103-301]
ENSDARG00000054746	3.497723982365812e-4	0.02702408172089776	-0.31816919173672836	2	40830768	40890264	-1	protein_coding	uggt1	UDP-glucose glycoprotein glucosyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-061103-619]
ENSDARG00000071475	3.5392849556727243e-4	0.027197649608629203	-0.361456701808701	22	14083729	14115316	-1	protein_coding	aox5	aldehyde oxidase 5 [Source:ZFIN;Acc:ZDB-GENE-001205-2]
ENSDARG00000035257	3.544135718315758e-4	0.027197649608629203	-0.49784231003845497	5	41521043	41531629	-1	protein_coding	akr1a1a	aldo-keto reductase family 1, member A1a (aldehyde reductase) [Source:NCBI gene;Acc:445326]
ENSDARG00000044155	3.621455777362294e-4	0.027639545435107615	-0.2634042674661292	6	32699359	32703317	-1	protein_coding	mafaa	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog Aa [Source:NCBI gene;Acc:100000492]
ENSDARG00000031702	3.62605526729565e-4	0.027639545435107615	0.17335889954417502	12	6195191	6451609	1	protein_coding	prkg1b	protein kinase cGMP-dependent 1b [Source:ZFIN;Acc:ZDB-GENE-080225-40]
ENSDARG00000056196	3.729204510115244e-4	0.02827189736618167	-0.1946607953630361	2	25816843	25837986	1	protein_coding	slc2a2	solute carrier family 2 member 2 [Source:ZFIN;Acc:ZDB-GENE-030131-1213]
ENSDARG00000045946	3.7339067619874535e-4	0.02827189736618167	0.32977296451544413	7	69905307	69951096	1	protein_coding	sec24d	SEC24 homolog D, COPII coat complex component [Source:ZFIN;Acc:ZDB-GENE-070117-2501]
ENSDARG00000011648	3.752165565225914e-4	0.028315761067809513	-0.35103934584562263	19	1872794	1877746	1	protein_coding	snrpd1	small nuclear ribonucleoprotein D1 polypeptide [Source:ZFIN;Acc:ZDB-GENE-020419-14]
ENSDARG00000030157	3.7960134631879165e-4	0.02855180325043494	0.32451760330506874	3	30257582	30318595	1	protein_coding	mybpc2a	myosin binding protein C, fast type a [Source:ZFIN;Acc:ZDB-GENE-060901-1]
ENSDARG00000100270	3.920257780030569e-4	0.029388995205740714	-0.30565547277700933	24	30349981	30354384	1	antisense	FP085414.1	NA
ENSDARG00000076386	3.9751187180209793e-4	0.029702243973633732	-0.26801077372931886	7	1045637	1057216	1	protein_coding	epdl1	ependymin-like 1 [Source:ZFIN;Acc:ZDB-GENE-090710-3]
ENSDARG00000058543	4.0458497008532564e-4	0.03012083264902876	0.2984621734348798	23	9567334	9768700	-1	protein_coding	lama5	laminin, alpha 5 [Source:ZFIN;Acc:ZDB-GENE-030131-9823]
ENSDARG00000060340	4.061781533901561e-4	0.03012083264902876	0.7023383195322846	13	35995238	36034582	-1	protein_coding	si:dkey-157l19.2	si:dkey-157l19.2 [Source:ZFIN;Acc:ZDB-GENE-090313-190]
ENSDARG00000041381	4.07092037123127e-4	0.03012083264902876	0.44572693407645037	18	15569627	15610856	-1	protein_coding	arntl2	aryl hydrocarbon receptor nuclear translocator-like 2 [Source:ZFIN;Acc:ZDB-GENE-000509-2]
ENSDARG00000095245	4.09209437906832e-4	0.03017919604562886	-1.6148871029193905	24	5826005	5838323	1	protein_coding	si:ch211-157j23.2	si:ch211-157j23.2 [Source:ZFIN;Acc:ZDB-GENE-030131-5686]
ENSDARG00000101778	4.165876640965185e-4	0.030623911941593585	0.386059515918537	25	12798270	12809361	-1	protein_coding	ca5a	carbonic anhydrase Va [Source:ZFIN;Acc:ZDB-GENE-080220-57]
ENSDARG00000051785	4.2544818726572814e-4	0.031070065729053038	0.45261477098629044	5	1965296	1991634	1	protein_coding	dhx33	DEAH (Asp-Glu-Ala-His) box polypeptide 33 [Source:NCBI gene;Acc:796505]
ENSDARG00000032571	4.2622032289487885e-4	0.031070065729053038	-0.4830508785405215	20	2589414	2609270	1	protein_coding	il20ra	interleukin 20 receptor, alpha [Source:ZFIN;Acc:ZDB-GENE-040724-249]
ENSDARG00000031929	4.279794180252687e-4	0.031070065729053038	-0.35856866539270166	14	33270387	33278084	-1	protein_coding	stard14	START domain containing 14 [Source:ZFIN;Acc:ZDB-GENE-040426-963]
ENSDARG00000044550	4.2812813441310153e-4	0.031070065729053038	0.4006766613971625	21	27327442	27338639	-1	protein_coding	hif1al2	hypoxia inducible factor 1 subunit alpha, like 2 [Source:ZFIN;Acc:ZDB-GENE-050211-2]
ENSDARG00000039392	4.344626468530113e-4	0.031429359946707494	0.21288010923789438	4	8045564	8155571	-1	protein_coding	wnk1b	WNK lysine deficient protein kinase 1b [Source:ZFIN;Acc:ZDB-GENE-030131-2656]
ENSDARG00000036135	4.3698738508535717e-4	0.03151164588004409	0.3355847573592273	7	34296789	34315291	1	protein_coding	bbox1	butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1 [Source:ZFIN;Acc:ZDB-GENE-050417-218]
ENSDARG00000029290	4.5082373182363407e-4	0.03240652236827167	-0.38644375412174614	20	26538137	26541177	1	protein_coding	stx11b.1	syntaxin 11b, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1893]
ENSDARG00000093347	4.5409443502545955e-4	0.03253865959496313	-0.8606030274462374	1	45138905	45146834	-1	protein_coding	si:ch211-239f4.6	si:ch211-239f4.6 [Source:ZFIN;Acc:ZDB-GENE-061009-18]
ENSDARG00000095475	4.574418987339205e-4	0.032675448835663534	-0.9113528168180273	9	41249457	41266843	1	unprocessed_pseudogene	BX649377.1	NA
ENSDARG00000097706	4.628737670707048e-4	0.03295980444831053	-0.3488540589108293	17	22687170	22689640	-1	antisense	birc6-as2	birc6 antisense RNA 2 [Source:ZFIN;Acc:ZDB-GENE-131127-227]
ENSDARG00000054879	4.6761471974167624e-4	0.03319333862166305	-0.28695600548579464	12	25600685	25603341	1	protein_coding	six3b	SIX homeobox 3b [Source:ZFIN;Acc:ZDB-GENE-990415-128]
ENSDARG00000098387	4.721727346648932e-4	0.03341247248571043	-0.26360677548399436	16	46596206	46619967	-1	protein_coding	tmem176l.3a	transmembrane protein 176l.3a [Source:ZFIN;Acc:ZDB-GENE-080829-13]
ENSDARG00000043818	4.7748798291851336e-4	0.033683663142838605	0.5622253334180206	12	20699534	20785149	1	protein_coding	CASKIN2	si:ch211-119c20.2 [Source:ZFIN;Acc:ZDB-GENE-041001-137]
ENSDARG00000019507	4.8424761913766305e-4	0.03405475129632203	-0.320110314369911	3	25999477	26011440	1	protein_coding	mcm5	minichromosome maintenance complex component 5 [Source:ZFIN;Acc:ZDB-GENE-021209-1]
ENSDARG00000012789	4.923009131477369e-4	0.03451424457453964	0.7449639604376661	13	33123484	33134611	-1	protein_coding	plek2	pleckstrin 2 [Source:ZFIN;Acc:ZDB-GENE-080219-2]
ENSDARG00000044545	4.95500430410627e-4	0.03463166854393044	-0.15798195059339437	21	27197711	27201495	-1	protein_coding	zgc:77262	zgc:77262 [Source:ZFIN;Acc:ZDB-GENE-040426-1811]
ENSDARG00000057241	5.000602713904223e-4	0.03484315663997988	-0.30897969333150443	24	26932472	26937526	1	protein_coding	tnfsf10	TNF superfamily member 10 [Source:ZFIN;Acc:ZDB-GENE-040718-335]
ENSDARG00000030270	5.028631918044521e-4	0.03488354832127524	-0.24137105480539658	25	31405266	31418457	1	protein_coding	tnnt3a	troponin T type 3a (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-000322-3]
ENSDARG00000006202	5.037113735143421e-4	0.03488354832127524	0.289801102468128	6	7466223	7531427	1	protein_coding	erbb3a	erb-b2 receptor tyrosine kinase 3a [Source:ZFIN;Acc:ZDB-GENE-030916-3]
ENSDARG00000018399	5.112841202853911e-4	0.03522907450437861	0.3158670974512031	10	28172344	28193642	-1	protein_coding	rps6kb1a	ribosomal protein S6 kinase b, polypeptide 1a [Source:ZFIN;Acc:ZDB-GENE-091113-52]
ENSDARG00000089237	5.118025351725707e-4	0.03522907450437861	0.7481244557242789	16	50183190	50203058	-1	protein_coding	vsig10l	V-set and immunoglobulin domain containing 10 like [Source:ZFIN;Acc:ZDB-GENE-131127-231]
ENSDARG00000079939	5.186230093371843e-4	0.0355710041411552	0.1707633581401239	12	8581875	8817999	-1	protein_coding	jmjd1cb	jumonji domain containing 1Cb [Source:ZFIN;Acc:ZDB-GENE-121214-344]
ENSDARG00000013946	5.20996651734814e-4	0.0355710041411552	0.1579841103085342	2	23379401	23391266	-1	protein_coding	ivns1abpb	influenza virus NS1A binding protein b [Source:NCBI gene;Acc:334334]
ENSDARG00000045015	5.21467945366704e-4	0.0355710041411552	-0.7936537443301789	11	329687	339847	1	protein_coding	cyp27b1	cytochrome P450, family 27, subfamily B, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-111005-2]
ENSDARG00000012881	5.301861427603876e-4	0.03605741985868923	0.494399731346362	3	20065861	20092124	-1	protein_coding	slc4a1a	solute carrier family 4 member 1a (Diego blood group) [Source:ZFIN;Acc:ZDB-GENE-010525-1]
ENSDARG00000041607	5.369514852277727e-4	0.03640851637895181	0.24899948716875583	14	6972868	6987649	-1	protein_coding	eif4ebp3l	eukaryotic translation initiation factor 4E binding protein 3, like [Source:NCBI gene;Acc:324490]
ENSDARG00000071014	5.413946122419108e-4	0.036600531598437513	-0.27472943226129826	19	7575141	7591062	1	protein_coding	s100u	S100 calcium binding protein U [Source:ZFIN;Acc:ZDB-GENE-030131-3121]
ENSDARG00000090142	5.476672913976229e-4	0.03677781486812896	0.5512354226861447	12	532019	540211	1	protein_coding	si:dkey-94l16.4	si:dkey-94l16.4 [Source:ZFIN;Acc:ZDB-GENE-121214-291]
ENSDARG00000028119	5.480476414373607e-4	0.03677781486812896	-0.20157723122186844	6	11070261	11073880	-1	protein_coding	sumo3a	small ubiquitin like modifier 3a [Source:NCBI gene;Acc:406398]
ENSDARG00000016904	5.488742786835005e-4	0.03677781486812896	0.16889422002189525	5	61508418	61554010	1	protein_coding	bckdk	branched chain ketoacid dehydrogenase kinase [Source:ZFIN;Acc:ZDB-GENE-021204-1]
ENSDARG00000104719	5.564729046617276e-4	0.037177300086444535	0.28186161229748646	3	36713477	36743962	1	protein_coding	abcc1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1 [Source:ZFIN;Acc:ZDB-GENE-050517-15]
ENSDARG00000038729	5.628585114584897e-4	0.037493639553605844	0.5178208015560049	21	7863243	7882905	-1	protein_coding	s100z	S100 calcium binding protein Z [Source:ZFIN;Acc:ZDB-GENE-050522-69]
ENSDARG00000016858	5.655169863713788e-4	0.037560579957385584	-0.26990456623320697	21	3419459	3452683	-1	protein_coding	smad7	SMAD family member 7 [Source:ZFIN;Acc:ZDB-GENE-030128-3]
ENSDARG00000101126	5.754421593927412e-4	0.038108363412845826	-0.7573195550801579	6	18544791	18566524	1	protein_coding	atad5b	ATPase family AAA domain containing 5b [Source:ZFIN;Acc:ZDB-GENE-030131-338]
ENSDARG00000105209	5.824938984553479e-4	0.038456987265421474	0.15862195747335783	24	39227519	39335218	1	protein_coding	NA	si:ch73-103b11.2 [Source:ZFIN;Acc:ZDB-GENE-080917-14]
ENSDARG00000013670	5.840924766264763e-4	0.038456987265421474	-0.22528123363712668	10	29770120	29791466	1	protein_coding	hyou1	hypoxia up-regulated 1 [Source:NCBI gene;Acc:327133]
ENSDARG00000095011	5.908775794906894e-4	0.038791283867430665	0.8282012742679559	13	28701233	28705171	1	protein_coding	si:ch211-67n3.9	si:ch211-67n3.9 [Source:ZFIN;Acc:ZDB-GENE-060526-179]
ENSDARG00000090255	5.927383107079985e-4	0.03880129892718209	1.0377877608012303	7	69242104	69298271	-1	protein_coding	phlpp2	PH domain and leucine rich repeat protein phosphatase 2 [Source:ZFIN;Acc:ZDB-GENE-070719-3]
ENSDARG00000068421	6.090415868335527e-4	0.039753964496908475	0.5268376726047785	18	36806545	36865386	1	protein_coding	ttc9b	tetratricopeptide repeat domain 9B [Source:ZFIN;Acc:ZDB-GENE-050419-67]
ENSDARG00000117419	6.207843161601405e-4	0.04040434309907619	-0.4295562416761842	15	2918257	2931021	-1	lincRNA	CABZ01086029.1	uncharacterized LOC110437884 [Source:NCBI gene;Acc:110437884]
ENSDARG00000059610	6.323453985181176e-4	0.041039216363825834	0.17902520759799917	3	45687266	45717575	1	protein_coding	gpr146	G protein-coupled receptor 146 [Source:ZFIN;Acc:ZDB-GENE-050823-3]
ENSDARG00000094678	6.363869421571009e-4	0.04114423355359825	-0.7508694090012041	1	44784793	44796531	-1	protein_coding	si:dkey-9i23.6	si:dkey-9i23.6 [Source:ZFIN;Acc:ZDB-GENE-090313-365]
ENSDARG00000037495	6.375861858184717e-4	0.04114423355359825	0.3320462973567918	14	17197132	17200874	1	protein_coding	rtn4rl2b	reticulon 4 receptor-like 2b [Source:ZFIN;Acc:ZDB-GENE-040310-2]
ENSDARG00000093186	6.43205565903373e-4	0.04129244374862999	-2.163556780478028	3	16780455	16784281	-1	protein_coding	si:dkey-30j10.5	si:dkey-30j10.5 [Source:ZFIN;Acc:ZDB-GENE-091118-81]
ENSDARG00000101512	6.435186038747531e-4	0.04129244374862999	0.3804794911353086	17	3993772	4017948	1	protein_coding	tmx4	thioredoxin-related transmembrane protein 4 [Source:ZFIN;Acc:ZDB-GENE-050706-155]
ENSDARG00000039218	6.650538281730248e-4	0.042554078047747204	0.6597868627371222	14	31890001	31893996	-1	protein_coding	gpr101	G protein-coupled receptor 101 [Source:ZFIN;Acc:ZDB-GENE-070914-1]
ENSDARG00000021566	6.704745764807309e-4	0.042780421361684834	0.49432727193502796	14	49602	58161	1	protein_coding	OTOP1	otopetrin 1 [Source:HGNC Symbol;Acc:HGNC:19656]
ENSDARG00000059841	6.796062015286519e-4	0.043241610273734805	0.327211686488167	1	54700657	54706039	-1	protein_coding	exosc1	exosome component 1 [Source:ZFIN;Acc:ZDB-GENE-080926-3]
ENSDARG00000035890	6.871690197573411e-4	0.043514842474257596	-0.2573169140988324	19	32495419	32500373	-1	protein_coding	fuca1.1	alpha-L-fucosidase 1, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7434]
ENSDARG00000069185	6.890789015274786e-4	0.043514842474257596	0.20364228446065877	4	28190013	28335184	-1	protein_coding	celsr1a	cadherin EGF LAG seven-pass G-type receptor 1a [Source:ZFIN;Acc:ZDB-GENE-030616-78]
ENSDARG00000054033	6.896475144500434e-4	0.043514842474257596	-0.33468620327317333	12	27141140	27142834	1	protein_coding	hoxb1b	homeobox B1b [Source:NCBI gene;Acc:30374]
ENSDARG00000055290	7.047498467482259e-4	0.0443445783071633	-0.4875342632324091	8	29710110	29713621	-1	protein_coding	mpeg1.1	macrophage expressed 1, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7347]
ENSDARG00000045695	7.122197293472127e-4	0.04469080428762966	-0.23753439190305908	24	10413484	10416284	1	protein_coding	myca	MYC proto-oncogene, bHLH transcription factor a [Source:NCBI gene;Acc:30686]
ENSDARG00000056767	7.145295926685075e-4	0.04471223057152933	0.50471395439429	3	19621034	19649535	1	protein_coding	itgb3a	integrin beta 3a [Source:ZFIN;Acc:ZDB-GENE-071207-1]
ENSDARG00000061214	7.175848762283743e-4	0.04474099024208029	0.20530080243778986	2	30960351	30984508	1	protein_coding	lpin2	lipin 2 [Source:ZFIN;Acc:ZDB-GENE-060503-153]
ENSDARG00000022615	7.189285246911426e-4	0.04474099024208029	0.5613755098139306	2	944341	985417	-1	protein_coding	si:ch211-241e1.3	si:ch211-241e1.3 [Source:ZFIN;Acc:ZDB-GENE-030131-230]
ENSDARG00000097924	7.310061041637326e-4	0.04536831600021636	-0.7125858014444022	17	15157213	15169188	1	antisense	CU464134.1	NA
ENSDARG00000013076	7.383583511312993e-4	0.04557192042708069	-0.2891419176071087	2	21164930	21170517	-1	protein_coding	bmi1b	bmi1 polycomb ring finger oncogene 1b [Source:NCBI gene;Acc:394249]
ENSDARG00000014244	7.399854279648739e-4	0.04557192042708069	-0.1541297090175859	14	31855592	31862720	-1	protein_coding	rbmx	RNA binding motif protein X-linked [Source:NCBI gene;Acc:321860]
ENSDARG00000038524	7.403054650051849e-4	0.04557192042708069	-0.09740683792899398	5	54765702	54792239	-1	protein_coding	pik3r1	phosphoinositide-3-kinase, regulatory subunit 1 (alpha) [Source:ZFIN;Acc:ZDB-GENE-030131-1280]
ENSDARG00000029476	7.556156647641468e-4	0.04636606455889611	0.2367694312717618	3	19299309	19323689	1	protein_coding	ldlra	low density lipoprotein receptor a [Source:ZFIN;Acc:ZDB-GENE-031217-1]
ENSDARG00000012747	7.572885736892123e-4	0.04636606455889611	-0.2749924589402686	8	48942470	48961405	1	protein_coding	rer1	retention in endoplasmic reticulum sorting receptor 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1494]
ENSDARG00000101285	7.690921064332043e-4	0.046962169886102786	-0.43266861179407257	15	47334247	47338773	-1	protein_coding	anapc15	anaphase promoting complex subunit 15 [Source:NCBI gene;Acc:751740]
ENSDARG00000017489	7.796055823011292e-4	0.047476516895362336	-0.6421933283848587	13	37605896	37608441	-1	protein_coding	ifi45	interferon alpha inducible protein 45 [Source:ZFIN;Acc:ZDB-GENE-051030-98]
ENSDARG00000036695	7.864421316505875e-4	0.047711949823888045	0.14644980204329588	23	35981839	36003441	-1	protein_coding	calcoco1a	calcium binding and coiled-coil domain 1a [Source:NCBI gene;Acc:334971]
ENSDARG00000116122	7.87672515252389e-4	0.047711949823888045	0.8050571755161496	1	54194801	54199090	1	protein_coding	CABZ01067150.2	NA
ENSDARG00000099742	7.954877199727832e-4	0.048057190316972795	0.1731580917311517	12	9619909	9700605	-1	protein_coding	heatr1	HEAT repeat containing 1 [Source:NCBI gene;Acc:334446]
ENSDARG00000010601	8.027221981142411e-4	0.04836560936383286	-0.23422256043208498	7	30725473	30771147	1	protein_coding	mtmr10	myotubularin related protein 10 [Source:NCBI gene;Acc:555239]
ENSDARG00000007377	8.055371982940839e-4	0.048406818675264855	-0.2675045917938079	17	51743908	51760243	1	protein_coding	odc1	ornithine decarboxylase 1 [Source:ZFIN;Acc:ZDB-GENE-010816-1]
ENSDARG00000043105	8.130152276094242e-4	0.048727284683767996	-0.49799959888036804	3	47114328	47128096	-1	protein_coding	qtrt1	queuine tRNA-ribosyltransferase 1 [Source:NCBI gene;Acc:393985]
ENSDARG00000005616	8.208096904612623e-4	0.04906497926007256	-0.3431762846641104	21	27437867	27443995	-1	protein_coding	bfb	complement component bfb [Source:ZFIN;Acc:ZDB-GENE-990415-34]
ENSDARG00000101322	8.332567459492856e-4	0.04967828604786883	0.6711043366936351	2	4849269	4874966	-1	protein_coding	tfr1a	transferrin receptor 1a [Source:ZFIN;Acc:ZDB-GENE-041220-1]
