Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000042021	3.425143799312568e-4	0.028725745667059113	0.35683896750562005	18	14844669	14860435	-1	protein_coding	mapk12a	mitogen-activated protein kinase 12a [Source:NCBI gene;Acc:30681]
ENSDARG00000013763	3.4303366730392275e-4	0.028725745667059113	0.24497866228764673	13	33611703	33639050	-1	protein_coding	rrbp1a	ribosome binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9795]
ENSDARG00000074979	3.451190581436444e-4	0.02875438022043032	0.21068332834587153	6	39633065	39653972	-1	protein_coding	larp4ab	La ribonucleoprotein 4Ab [Source:ZFIN;Acc:ZDB-GENE-100729-2]
ENSDARG00000055722	3.460374384314688e-4	0.02875438022043032	-0.2568856835888637	5	30052714	30080332	-1	protein_coding	bco2a	beta-carotene oxygenase 2a [Source:ZFIN;Acc:ZDB-GENE-030131-8039]
ENSDARG00000108006	3.6476063652252896e-4	0.03019407491214267	0.43392356049198355	23	1644754	1660708	-1	protein_coding	CU693481.1	fibronectin type III domain-containing protein 7-like [Source:NCBI gene;Acc:101886366]
ENSDARG00000056885	3.665601872669897e-4	0.030227224602684403	-0.2691720261066082	10	22809715	22831611	-1	protein_coding	per1a	period circadian clock 1a [Source:ZFIN;Acc:ZDB-GENE-011220-1]
ENSDARG00000074663	3.7448204172053185e-4	0.030763058978601102	-0.36405379205924215	17	20569806	20590238	1	protein_coding	zgc:162183	zgc:162183 [Source:ZFIN;Acc:ZDB-GENE-070410-30]
ENSDARG00000102464	3.7648209145684777e-4	0.030810210552746957	0.47758133727847407	4	8532580	8663117	1	protein_coding	wnt5b	wingless-type MMTV integration site family, member 5b [Source:NCBI gene;Acc:30105]
ENSDARG00000078072	3.82104209076134e-4	0.03115230730977311	0.46952782520888	20	8101070	8110672	-1	protein_coding	si:ch211-232i5.1	si:ch211-232i5.1 [Source:ZFIN;Acc:ZDB-GENE-070705-127]
ENSDARG00000052012	3.9250999479552463e-4	0.03188037006600492	-0.2863376389708527	1	44491077	44495902	1	protein_coding	rtn4rl2a	reticulon 4 receptor-like 2 a [Source:ZFIN;Acc:ZDB-GENE-040310-4]
ENSDARG00000020581	3.9443534743943714e-4	0.03191676285179416	0.2619986083346831	17	50313650	50374005	-1	protein_coding	otofb	otoferlin b [Source:ZFIN;Acc:ZDB-GENE-110406-5]
ENSDARG00000054616	3.979479659792428e-4	0.03208084255590127	0.30867788605024676	3	30921246	30927002	1	protein_coding	cldni	claudin i [Source:ZFIN;Acc:ZDB-GENE-010328-9]
ENSDARG00000040085	4.0156550697723336e-4	0.03225212928714917	-0.24304736927254836	13	24287093	24294103	1	protein_coding	ccsapb	centriole, cilia and spindle-associated protein b [Source:NCBI gene;Acc:100003801]
ENSDARG00000017602	4.0502236041160995e-4	0.032409289247010496	-0.19190510966025096	21	5800306	5809022	1	protein_coding	ccng2	cyclin G2 [Source:ZFIN;Acc:ZDB-GENE-021016-1]
ENSDARG00000004187	4.0970333291177663e-4	0.032662880101693485	-0.421815556436624	21	5169154	5174054	1	protein_coding	zgc:122979	zgc:122979 [Source:ZFIN;Acc:ZDB-GENE-051127-45]
ENSDARG00000069037	4.123251357255192e-4	0.03275104616672737	-0.763493354930754	18	16950724	16953978	-1	protein_coding	akip1	A kinase (PRKA) interacting protein 1 [Source:ZFIN;Acc:ZDB-GENE-030829-24]
ENSDARG00000030157	4.148649582768179e-4	0.03276977842333779	0.32167326857212547	3	30257582	30318595	1	protein_coding	mybpc2a	myosin binding protein C, fast type a [Source:ZFIN;Acc:ZDB-GENE-060901-1]
ENSDARG00000117266	4.186565334694373e-4	0.03276977842333779	-0.79767849579314	12	46071521	46083500	-1	lincRNA	FO904966.1	NA
ENSDARG00000020377	4.1897778610361684e-4	0.03276977842333779	0.1658078236422513	7	66634167	66654025	1	protein_coding	eif4g2a	eukaryotic translation initiation factor 4, gamma 2a [Source:ZFIN;Acc:ZDB-GENE-030131-2173]
ENSDARG00000061272	4.197706422300208e-4	0.03276977842333779	-0.20718050059439774	23	35027177	35082494	-1	protein_coding	BX294434.1	solute carrier family 41 member 1 [Source:NCBI gene;Acc:564564]
ENSDARG00000076439	4.201448101487881e-4	0.03276977842333779	0.2555639732721023	12	3964351	3978342	-1	protein_coding	ppp4cb	protein phosphatase 4, catalytic subunit b [Source:NCBI gene;Acc:562705]
ENSDARG00000014975	4.226775106471087e-4	0.03284873243716109	-0.6270612289773202	16	25975426	25978063	-1	protein_coding	irge1	immunity-related GTPase family, e1 [Source:ZFIN;Acc:ZDB-GENE-051209-1]
ENSDARG00000017624	4.282928482156256e-4	0.03316583148995911	0.33628963105777515	6	39308498	39313027	-1	protein_coding	krt4	keratin 4 [Source:ZFIN;Acc:ZDB-GENE-000607-83]
ENSDARG00000024789	4.364047468010238e-4	0.033673301980843284	-1.34317668928156	9	32805688	32813177	-1	protein_coding	mxc	myxovirus (influenza virus) resistance C [Source:NCBI gene;Acc:360145]
ENSDARG00000016936	4.488462575913657e-4	0.034510047669969596	0.30851583918905445	20	34157308	34292607	-1	protein_coding	hmcn1	hemicentin 1 [Source:ZFIN;Acc:ZDB-GENE-041014-322]
ENSDARG00000105441	4.5221622392216176e-4	0.034585615689353956	-0.24293583164190893	14	26995114	27121854	-1	protein_coding	pcdh11	protocadherin 11 [Source:ZFIN;Acc:ZDB-GENE-140106-21]
ENSDARG00000069006	4.5303074473904977e-4	0.034585615689353956	-0.15796767321411184	7	33644434	33684632	-1	protein_coding	tle3b	TLE family member 3, transcriptional corepressor b [Source:NCBI gene;Acc:100007463]
ENSDARG00000063295	4.639298792296752e-4	0.035212790401350676	0.29453119713320436	6	7735806	7776612	-1	protein_coding	myh9a	myosin, heavy chain 9a, non-muscle [Source:ZFIN;Acc:ZDB-GENE-030131-5870]
ENSDARG00000044261	4.656815666020551e-4	0.035212790401350676	0.19543816911729703	10	9550419	9571012	1	protein_coding	si:ch211-243g18.2	si:ch211-243g18.2 [Source:ZFIN;Acc:ZDB-GENE-030131-2830]
ENSDARG00000100088	4.67528644815486e-4	0.035212790401350676	0.2959175141185188	15	37022018	37104165	-1	protein_coding	zmp:0000001114	zmp:0000001114 [Source:ZFIN;Acc:ZDB-GENE-140106-74]
ENSDARG00000031782	4.677653712190532e-4	0.035212790401350676	0.2508706364447176	17	25481466	25550249	1	protein_coding	crybg1a	crystallin beta-gamma domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-041008-100]
ENSDARG00000071347	4.923050027682527e-4	0.03693142216947257	0.3614103630671298	17	24569988	24587686	-1	protein_coding	aftphb	aftiphilin b [Source:ZFIN;Acc:ZDB-GENE-060503-388]
ENSDARG00000104210	4.963350297564192e-4	0.03710490767435099	0.35710366742814936	22	35068046	35083781	1	protein_coding	si:ch73-173h19.3	si:ch73-173h19.3 [Source:ZFIN;Acc:ZDB-GENE-081104-245]
ENSDARG00000037960	5.004320354681232e-4	0.03728218664237518	0.31143330373721995	4	20141191	20156085	-1	protein_coding	lrrc17	leucine rich repeat containing 17 [Source:ZFIN;Acc:ZDB-GENE-030131-9774]
ENSDARG00000010925	5.059256045389822e-4	0.03747666819921547	0.42429701495422434	7	61817629	61845282	-1	protein_coding	HTRA3	HtrA serine peptidase 3b [Source:NCBI gene;Acc:573378]
ENSDARG00000074183	5.07915469238515e-4	0.03747666819921547	-0.212948282219672	7	23577723	23725799	1	protein_coding	si:dkey-172j4.3	si:dkey-172j4.3 [Source:ZFIN;Acc:ZDB-GENE-081104-24]
ENSDARG00000036833	5.082464143656622e-4	0.03747666819921547	-0.37277634320878683	9	16097812	16109001	-1	protein_coding	upp2	uridine phosphorylase 2 [Source:ZFIN;Acc:ZDB-GENE-040426-830]
ENSDARG00000033832	5.138180722016081e-4	0.03775863758474742	-0.17976262079511526	8	11080571	11112058	-1	protein_coding	ampd1	adenosine monophosphate deaminase 1 (isoform M) [Source:ZFIN;Acc:ZDB-GENE-040426-1906]
ENSDARG00000055561	5.29939027963105e-4	0.038780531310414874	0.3043445505441356	6	39190402	39199070	-1	protein_coding	c1galt1b	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1b [Source:NCBI gene;Acc:337131]
ENSDARG00000012581	5.313139212165148e-4	0.038780531310414874	-0.28725254560890245	17	33206780	33231714	-1	antisense	AL590149.1	NA
ENSDARG00000104656	5.335337688909072e-4	0.03881143796932004	0.4244445449769623	16	50926455	50952266	-1	protein_coding	si:dkeyp-97a10.3	si:dkeyp-97a10.3 [Source:ZFIN;Acc:ZDB-GENE-131127-642]
ENSDARG00000089205	5.419634144631667e-4	0.039161176004657364	0.7344697503268063	24	18469766	18485491	-1	protein_coding	si:dkey-73n8.3	si:dkey-73n8.3 [Source:ZFIN;Acc:ZDB-GENE-141219-27]
ENSDARG00000040777	5.419667496131706e-4	0.039161176004657364	0.37323288602238786	9	36967294	36974879	1	protein_coding	inhbb	inhibin subunit beta B [Source:ZFIN;Acc:ZDB-GENE-990415-2]
ENSDARG00000086272	5.51225790592115e-4	0.03969744401914215	0.29969135630206406	15	19681718	19688389	1	protein_coding	si:dkey-4p15.5	si:dkey-4p15.5 [Source:ZFIN;Acc:ZDB-GENE-121214-193]
ENSDARG00000063519	5.613940312618082e-4	0.04029540878874208	0.3181973938374897	10	36731039	36738642	-1	protein_coding	PLEKHB1	si:ch211-176g13.7 [Source:ZFIN;Acc:ZDB-GENE-030131-7664]
ENSDARG00000069473	5.668679756919953e-4	0.04051226249278326	0.4670134266669298	7	69653981	69728526	1	protein_coding	frem1a	Fras1 related extracellular matrix 1a [Source:ZFIN;Acc:ZDB-GENE-081119-1]
ENSDARG00000093671	5.681654957330862e-4	0.04051226249278326	0.44911878320106774	24	38098896	38099675	-1	unprocessed_pseudogene	BX001030.1	NA
ENSDARG00000090526	5.742434571498399e-4	0.04081095359119175	-0.5797095857572956	12	30540911	30549022	-1	protein_coding	zgc:158404	zgc:158404 [Source:ZFIN;Acc:ZDB-GENE-070112-592]
ENSDARG00000013771	5.817091846562678e-4	0.04119590843115216	-0.8401050435598806	16	29514473	29519977	1	protein_coding	ctss2.2	cathepsin S, ortholog 2, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-050626-55]
ENSDARG00000076440	5.834736394321944e-4	0.04119590843115216	-0.21466315869485272	13	33394116	33398735	-1	protein_coding	btbd6a	BTB (POZ) domain containing 6a [Source:NCBI gene;Acc:100141360]
ENSDARG00000016154	5.929730930946236e-4	0.04173023998797831	0.24302888626628139	17	37792617	37795865	-1	protein_coding	zfp36l1a	zinc finger protein 36, C3H type-like 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9860]
ENSDARG00000076563	6.007459190051667e-4	0.04206204909083687	-0.2991098006565292	14	45565891	45573222	1	protein_coding	rarres3l	retinoic acid receptor responder 3-like [Source:ZFIN;Acc:ZDB-GENE-040718-368]
ENSDARG00000062489	6.015817250205319e-4	0.04206204909083687	-0.18689284754385446	13	17751866	18011208	-1	protein_coding	march8	membrane-associated ring finger (C3HC4) 8 [Source:ZFIN;Acc:ZDB-GENE-080204-8]
ENSDARG00000075612	6.23794401502733e-4	0.04347444530473079	0.244350518507449	13	30874153	30910016	1	protein_coding	ercc6	excision repair cross-complementation group 6 [Source:ZFIN;Acc:ZDB-GENE-070228-1]
ENSDARG00000096786	6.341295572936245e-4	0.044016589277285474	-0.8317095190756336	12	30550721	30558694	-1	protein_coding	si:ch211-28p3.3	si:ch211-28p3.3 [Source:ZFIN;Acc:ZDB-GENE-130603-7]
ENSDARG00000068275	6.374913156716426e-4	0.044016589277285474	0.44077238147680065	18	41364437	41375120	-1	protein_coding	ptx3a	pentraxin 3, long a [Source:ZFIN;Acc:ZDB-GENE-030131-8720]
ENSDARG00000006314	6.388577800842793e-4	0.044016589277285474	0.294005532557212	9	11597500	11655031	-1	protein_coding	itgav	integrin, alpha V [Source:ZFIN;Acc:ZDB-GENE-060616-382]
ENSDARG00000044532	6.397227046085461e-4	0.044016589277285474	-0.3444990408495679	6	12462079	12466550	1	protein_coding	nr4a2b	nuclear receptor subfamily 4, group A, member 2b [Source:ZFIN;Acc:ZDB-GENE-040718-103]
ENSDARG00000041051	6.433743470375952e-4	0.044121821848122626	-0.29105515519871134	9	30263188	30264415	-1	protein_coding	mid1ip1a	MID1 interacting protein 1a [Source:NCBI gene;Acc:30600]
ENSDARG00000076754	6.453365287668018e-4	0.044121821848122626	-0.22236929324325627	6	37529383	37600648	1	protein_coding	slc9a7	solute carrier family 9 member 7 [Source:ZFIN;Acc:ZDB-GENE-050913-8]
ENSDARG00000033170	6.569594349467612e-4	0.04477479051111916	0.33392266436760015	12	630295	645972	-1	protein_coding	sult2st1	sulfotransferase family 2, cytosolic sulfotransferase 1 [Source:ZFIN;Acc:ZDB-GENE-030219-114]
ENSDARG00000103129	6.657658561331638e-4	0.04523229975395284	0.27352104236878017	11	44548209	44603789	1	protein_coding	nid1b	nidogen 1b [Source:ZFIN;Acc:ZDB-GENE-070802-3]
ENSDARG00000061974	6.680326357423144e-4	0.04524402851163857	0.380693491116687	19	12234975	12291981	1	protein_coding	grhl2b	grainyhead-like transcription factor 2b [Source:ZFIN;Acc:ZDB-GENE-060503-719]
ENSDARG00000079266	6.776307565371993e-4	0.045732576920359216	0.5706969624276869	1	26701610	26702992	-1	protein_coding	foxe1	forkhead box E1 [Source:ZFIN;Acc:ZDB-GENE-061116-1]
ENSDARG00000039483	6.794796200618055e-4	0.045732576920359216	-0.22421322409685931	13	25428677	25438298	1	protein_coding	si:dkey-51a16.9	si:dkey-51a16.9 [Source:ZFIN;Acc:ZDB-GENE-030616-560]
ENSDARG00000017741	6.916122869151269e-4	0.04640460701491093	0.18872725033330345	14	25923373	25935167	-1	protein_coding	g3bp1	GTPase activating protein (SH3 domain) binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7452]
ENSDARG00000041294	7.004633582834717e-4	0.046852974785493516	-0.4551019466343049	3	62161184	62169060	1	protein_coding	noxo1a	NADPH oxidase organizer 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9700]
ENSDARG00000020467	7.104680896413281e-4	0.04737550332315091	-0.18040314728451068	22	15695746	15704710	-1	protein_coding	safb	scaffold attachment factor B [Source:ZFIN;Acc:ZDB-GENE-030131-698]
ENSDARG00000036279	7.248767379754398e-4	0.048161663685878396	0.2700254016156845	2	35880600	35979178	1	protein_coding	lamc1	laminin, gamma 1 [Source:NCBI gene;Acc:286832]
ENSDARG00000063631	7.267161472620392e-4	0.048161663685878396	0.30090911618308	13	353175	377256	-1	protein_coding	VIT	si:ch1073-291c23.1 [Source:ZFIN;Acc:ZDB-GENE-050208-114]
ENSDARG00000045946	7.448802147309467e-4	0.049046726761426115	0.3119258447194262	7	69905307	69951096	1	protein_coding	sec24d	SEC24 homolog D, COPII coat complex component [Source:ZFIN;Acc:ZDB-GENE-070117-2501]
ENSDARG00000076945	7.464883182880178e-4	0.049046726761426115	0.42053022739703655	20	7327627	7350653	1	processed_transcript	dsg2.1	desmoglein 2, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7531]
ENSDARG00000056922	7.468814211760793e-4	0.049046726761426115	0.3182848122199501	17	22956427	23116523	1	protein_coding	ltbp1	latent transforming growth factor beta binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-091202-8]
ENSDARG00000017444	7.49948340092088e-4	0.049065015453540424	-0.1706542639538958	25	7954140	7974494	-1	protein_coding	hal	histidine ammonia-lyase [Source:ZFIN;Acc:ZDB-GENE-070410-5]
ENSDARG00000017427	7.51701926180138e-4	0.049065015453540424	-0.22218613492023817	16	31601181	31622805	-1	protein_coding	phf20l1	PHD finger protein 20 like 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5837]
ENSDARG00000058953	7.599507305423988e-4	0.049360700511649036	0.2910437688009155	6	7322587	7390458	1	protein_coding	abcc4	ATP-binding cassette, sub-family C (CFTR/MRP), member 4 [Source:ZFIN;Acc:ZDB-GENE-030616-511]
ENSDARG00000002670	7.608013547965346e-4	0.049360700511649036	-0.19616548886003152	17	10748366	10766679	1	protein_coding	ATG14	zgc:113944 [Source:ZFIN;Acc:ZDB-GENE-050913-155]
ENSDARG00000063309	7.638631878245509e-4	0.04941097057769288	0.18278244324779105	10	15815865	15879569	-1	protein_coding	tjp2a	tight junction protein 2a (zona occludens 2) [Source:ZFIN;Acc:ZDB-GENE-070925-2]
ENSDARG00000075521	7.68787184194336e-4	0.04947398453744551	0.5406958117683087	1	40801448	40818900	1	protein_coding	cpz	carboxypeptidase Z [Source:ZFIN;Acc:ZDB-GENE-090313-267]
ENSDARG00000017251	7.742923760981939e-4	0.04947398453744551	1.6017436934870801	10	39314578	39321367	-1	protein_coding	smtlb	somatolactin beta [Source:ZFIN;Acc:ZDB-GENE-060123-1]
ENSDARG00000092947	7.750508106182286e-4	0.04947398453744551	0.41792734178395996	19	5362420	5364649	-1	protein_coding	cyt1	type I cytokeratin, enveloping layer [Source:ZFIN;Acc:ZDB-GENE-991008-6]
ENSDARG00000069421	7.754578433756168e-4	0.04947398453744551	-0.16944348880962015	21	30410334	30415524	-1	protein_coding	grpel2	GrpE-like 2, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-091204-188]
ENSDARG00000083189	7.762870057021073e-4	0.04947398453744551	0.447477731149718	22	34960346	34979177	-1	protein_coding	arhgap19	Rho GTPase activating protein 19 [Source:ZFIN;Acc:ZDB-GENE-100922-157]
ENSDARG00000092115	7.795027001312604e-4	0.04953281128334083	0.2259625814249027	7	26510827	26518086	-1	protein_coding	eif4a1a	eukaryotic translation initiation factor 4A1A [Source:ZFIN;Acc:ZDB-GENE-031030-2]
ENSDARG00000039133	7.854680781888597e-4	0.049765506830704735	0.38414348028217105	25	31633322	31702970	-1	protein_coding	lamb4	laminin, beta 4 [Source:NCBI gene;Acc:286831]
