Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	Cnt_1 count	Cnt_2 count	Cnt_3 count	Cnt_4 count	Cnt_6 count	Oxy_1 count	Oxy_2 count	Oxy_3 count	Oxy_4 count	Oxy_5 count	Oxy_6 count	Cnt_1 normalised count	Cnt_2 normalised count	Cnt_3 normalised count	Cnt_4 normalised count	Cnt_6 normalised count	Oxy_1 normalised count	Oxy_2 normalised count	Oxy_3 normalised count	Oxy_4 normalised count	Oxy_5 normalised count	Oxy_6 normalised count
ENSDARG00000100020	2.120228669069316e-5	0.0037416457945505326	-0.22727270183261739	8	10304981	10308771	1	protein_coding	pim1	Pim-1 proto-oncogene, serine/threonine kinase [Source:ZFIN;Acc:ZDB-GENE-061013-139]	1711	1851	2056	1674	1847	1499	1472	1612	1406	1361	1788	1885.6859574868884	1741.841654031056	1712.310873323408	1681.2278767384341	1696.7424160612284	1486.4048157420714	1483.0136420176866	1388.251385769975	1556.526227548373	1383.3739644506288	1636.595681927202
ENSDARG00000021787	2.1252298883856862e-5	0.0037416457945505326	0.43810863671686867	16	19537038	19568795	-1	protein_coding	abcb5	ATP-binding cassette, sub-family B (MDR/TAP), member 5 [Source:ZFIN;Acc:ZDB-GENE-030131-6414]	1376	1511	2322	1615	2016	2517	2082	3130	2063	1984	2166	1516.483855933348	1421.8923496709485	1933.8452567397635	1621.9731307840927	1851.9938878069497	2495.851181602931	2097.577719212516	2695.5501473077056	2283.86458565597	2016.6156836664566	1982.5873864957043
ENSDARG00000002396	2.131989870267164e-5	0.0037416457945505326	0.35072646999663837	24	20194022	20208474	-1	protein_coding	cry-dash	cryptochrome DASH [Source:NCBI gene;Acc:402986]	238	257	311	267	284	321	371	373	325	285	345	262.2988064768436	241.84403300161068	259.01200467100193	268.1528333865961	260.8959643537568	318.30283245710797	373.7758567857077	321.226902538586	359.7944693835144	289.6852166557158	315.7860795664903
ENSDARG00000077469	2.1545586418281455e-5	0.0037416457945505326	0.3266716996376535	13	41917606	41940467	1	protein_coding	polr1b	RNA polymerase I subunit B [Source:ZFIN;Acc:ZDB-GENE-040426-1598]	152	218	239	200	224	246	251	294	231	237	252	167.51856548100935	205.14396573677482	199.0478106635674	200.8635456079372	205.77709864521665	243.9330117895594	252.87800553426584	253.19225025829567	255.7308382387441	240.89612753475313	230.66113637900162
ENSDARG00000104823	2.1648031674094727e-5	0.0037416457945505326	-0.35579378793311417	6	23887314	23889678	1	protein_coding	znf648	zinc finger protein 648 [Source:ZFIN;Acc:ZDB-GENE-120215-149]	339	349	503	446	456	296	297	334	305	338	334	373.6104848556722	328.41855065199275	418.91652202416066	447.9257067056999	418.9033793849053	293.5128922345918	299.22218184731855	287.64017546350595	337.6532712676058	343.55650256011205	305.71753789915294
ENSDARG00000103199	2.207219010020992e-5	0.003784679897738376	-0.783310673020414	16	23339062	23346095	-1	protein_coding	si:dkey-247k7.2	si:dkey-247k7.2 [Source:ZFIN;Acc:ZDB-GENE-031118-45]	897	1542	1524	1296	1047	739	672	766	811	430	831	988.5799555030618	1451.064198009664	1269.2421064906976	1301.595775539433	961.824206614026	732.7906329775789	677.0279670080744	659.6777676797772	897.8255836000928	437.06892337529047	760.6325568688505
ENSDARG00000014626	2.3446115339052567e-5	0.0039886088338600845	0.35888979915118085	12	5708400	5711920	1	protein_coding	dlx3b	distal-less homeobox 3b [Source:NCBI gene;Acc:30585]	256	248	405	293	324	394	366	426	341	332	421	282.1365313364368	233.3747867097255	337.2985912918192	294.26509431562795	297.6418748261169	390.6894579068553	368.73844631689764	366.87040343548966	377.50742787624125	337.4578664199917	385.35054926809397
ENSDARG00000055080	2.5245727871619866e-5	0.004261202739580838	-0.2295500740412679	7	22796083	22801248	1	protein_coding	rbm4.2	RNA binding motif protein 4.2 [Source:ZFIN;Acc:ZDB-GENE-030131-3019]	788	876	1008	752	919	689	656	806	722	666	784	868.4515105199696	824.3399724101594	839.4987161040833	755.2469314858438	844.2372931024737	683.2107525325464	660.908253507882	694.1256928849875	799.2972519842997	676.948611553357	717.6124242902273
ENSDARG00000041381	2.6241602291038174e-5	0.004375680014893702	0.5262756589865978	18	15569627	15610856	-1	protein_coding	arntl2	aryl hydrocarbon receptor nuclear translocator-like 2 [Source:ZFIN;Acc:ZDB-GENE-000509-2]	124	142	131	158	146	210	170	250	125	258	177	136.65988236608658	133.62588593863313	109.10151965241559	158.68220103027036	134.12257322411443	208.23549786913608	171.2719559395426	215.29953253256434	138.3824882244286	262.2413540251743	162.0119886471559
ENSDARG00000034643	2.63290165209989e-5	0.004375680014893702	0.32717851869193454	16	33655890	33736831	1	protein_coding	fhl3a	four and a half LIM domains 3a [Source:ZFIN;Acc:ZDB-GENE-030131-4741]	244	258	344	288	279	314	342	428	312	309	369	268.91138143004133	242.7850603673757	286.49559359107604	289.24350567542956	256.3027255447118	311.3616491948035	344.55887606660923	368.59279969575016	345.4026906081738	314.07976121619714	337.7538068406809
ENSDARG00000089441	2.7224850089100775e-5	0.004490022031870399	0.28900201153224153	16	22695211	22713192	-1	protein_coding	si:ch211-105c13.3	si:ch211-105c13.3 [Source:ZFIN;Acc:ZDB-GENE-030131-4483]	895	911	1226	837	1028	1158	1148	1390	1152	960	1166	986.3757638519959	857.2759302119351	1021.056970182149	840.6139383692171	944.369899139655	1148.2700311069502	1156.5894436387937	1197.0654008810577	1275.3330114763341	975.7817824192532	1067.2654167377614
ENSDARG00000055093	2.774818425529733e-5	0.004541663036634082	0.6875399578956815	11	7001948	7030047	-1	protein_coding	cdh27	cadherin 27 [Source:ZFIN;Acc:ZDB-GENE-141215-13]	88	89	166	115	141	239	161	288	129	160	151	96.98443264690016	83.75143555308696	138.25078062825182	115.49653872456388	129.5293344150694	236.99182852725485	162.20461709568448	248.02506147751413	142.81072784761034	162.63029706987552	138.21361743344937
ENSDARG00000056767	2.8496788570811687e-5	0.004629121180995387	0.6210715172125316	3	19621034	19649535	1	protein_coding	itgb3a	integrin beta 3a [Source:ZFIN;Acc:ZDB-GENE-071207-1]	111	162	194	168	176	283	252	332	143	235	216	122.33263663415815	152.44643325393358	161.5701894089208	168.72537831066722	161.68200607838452	280.6221233188834	253.88548762802787	285.91777920324546	158.30956652874633	238.8632488213797	197.70954546771566
ENSDARG00000093186	3.0481905842567753e-5	0.004907123171480906	-2.956871538178073	3	16780455	16784281	-1	protein_coding	si:dkey-30j10.5	si:dkey-30j10.5 [Source:ZFIN;Acc:ZDB-GENE-091118-81]	5	17	12	16	3	1	3	0	0	0	4	5.510479127664782	15.997465218005376	9.99403233457242	16.069083648634976	2.7559432854270085	0.991597608900648	3.022446281286046	0	0	0	3.6612878790317716
ENSDARG00000101040	3.066242203887629e-5	0.004907123171480906	-1.1610887458064991	2	45191049	45193014	1	protein_coding	ccl20a.3	chemokine (C-C motif) ligand 20a, duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-081022-193]	26	36	26	16	39	11	13	19	12	7	13	28.654491463856864	33.876985167540795	21.653736724906913	16.069083648634976	35.82726271055111	10.907573697907127	13.0972672189062	16.36276447247489	13.284718869545147	7.115075496807054	11.899185606853258
ENSDARG00000025218	3.2197817407131765e-5	0.005114954743243249	0.40297424725042263	25	7612606	7650335	-1	protein_coding	myo5ab	myosin VAb [Source:ZFIN;Acc:ZDB-GENE-050411-72]	184	213	203	149	221	270	213	289	216	261	252	202.78563189806397	200.43882890794973	169.06571365985013	149.6433414779132	203.02115535978965	267.7313544031749	214.59368597130927	248.8862596076444	239.12493965181267	265.29067209523447	230.66113637900162
ENSDARG00000034117	3.296367688063163e-5	0.005198395905153624	0.2466484648317974	23	35847200	35963735	1	protein_coding	rarga	retinoic acid receptor gamma a [Source:NCBI gene;Acc:30606]	622	782	962	762	791	936	909	1021	709	870	982	685.5036034814988	735.8834000282473	801.1882588215558	765.2901087662407	726.6503795909213	928.1353619310065	915.8012232296719	879.2832908629928	784.9054732089592	884.3022403174482	898.8461743022999
ENSDARG00000074287	3.3425901579943006e-5	0.005233091330686004	0.24887741039001451	20	5330540	5369105	-1	protein_coding	sptlc2b	serine palmitoyltransferase, long chain base subunit 2b [Source:ZFIN;Acc:ZDB-GENE-080305-8]	422	516	620	590	541	649	607	730	555	584	607	465.08443837490756	485.5701207347514	516.3583372862417	592.5474595434147	496.98843913867057	643.5468481765205	611.5416309135434	628.6746349950879	614.418247716463	593.6005843050457	555.6004356430714
ENSDARG00000101816	3.503915017745222e-5	0.005432900080420631	0.4638582112388056	1	59252435	59287507	-1	protein_coding	col5a3b	collagen, type V, alpha 3b [Source:ZFIN;Acc:ZDB-GENE-110728-4]	1444	1522	2111	1975	1961	2877	2016	3486	2048	2187	1968	1591.426372069589	1432.2436506943636	1758.116854856865	1983.5275128783796	1801.4682609074546	2852.826320807164	2031.083901024223	3002.1366816340774	2267.2586870690384	2222.952873073861	1801.3536364836316
ENSDARG00000102626	3.520509193514873e-5	0.005432900080420631	0.4032955611860683	15	32436907	32596155	-1	protein_coding	frem2b	FRAS1 related extracellular matrix 2b [Source:ZFIN;Acc:ZDB-GENE-081119-4]	330	426	535	515	534	654	497	759	479	608	622	363.6916224258756	400.87765781589945	445.56727491635377	517.2236299404383	490.5579048060075	648.5048362210238	500.71860059972164	653.6493807688654	530.2816948760104	617.995128865527	569.3302651894405
ENSDARG00000097262	3.5571603950575886e-5	0.0054505283925687376	-0.333460079253299	8	43934595	43940177	-1	lincRNA	AL808129.1	NA	267	349	402	249	324	239	224	264	258	226	256	294.2595854172993	328.41855065199275	334.8000832081761	250.07511428188178	297.6418748261169	236.99182852725485	225.67598900269144	227.35630635438795	285.6214556952207	229.7152946111992	234.32242425803338
ENSDARG00000052061	3.611379322257434e-5	0.0054946373420684405	0.31006871709511047	7	50920437	51102479	-1	protein_coding	col4a6	collagen, type IV, alpha 6 [Source:ZFIN;Acc:ZDB-GENE-101001-2]	2239	2645	3496	3030	3194	3788	3362	4552	2677	3478	3317	2467.5925533682894	2489.0173824484837	2911.5947534720985	3043.082715960248	2934.1609512179552	3756.1717425156544	3387.1547992278956	3920.173888352932	2963.599367814363	3535.1760825564193	3036.1229736870964
ENSDARG00000104573	3.987623857363442e-5	0.0060246582824012	0.21417590178619836	10	16225117	16310179	1	protein_coding	slc12a2	solute carrier family 12 member 2 [Source:ZFIN;Acc:ZDB-GENE-040625-53]	1085	1225	1311	1185	1191	1337	1299	1658	1130	1414	1322	1195.7739707032576	1152.758523062152	1091.848032552037	1190.1165077270277	1094.1094843145224	1325.7660031001662	1308.719239796858	1427.8664997559667	1250.9776935488346	1437.245250355025	1210.0556440200005
ENSDARG00000000796	4.0719835653615845e-5	0.006109249248119308	-0.30502466822839924	23	32149269	32194397	-1	protein_coding	nr4a1	nuclear receptor subfamily 4, group A, member 1 [Source:ZFIN;Acc:ZDB-GENE-040704-11]	918	812	1207	944	946	795	743	867	706	729	722	1011.7239678392539	764.114221001198	1005.2330856524094	948.0759352694635	869.0407826713167	788.3200990760151	748.5591956651774	746.6587788229332	781.5842934915728	740.9842910246203	660.8624621652348
ENSDARG00000007709	4.100167280616985e-5	0.006109249248119308	0.6266074325381596	5	30155834	30176970	-1	protein_coding	adamts8a	ADAM metallopeptidase with thrombospondin type 1 motif, 8a [Source:ZFIN;Acc:ZDB-GENE-060526-202]	50	60	117	114	80	116	126	169	90	132	126	55.104791276647816	56.46164194590133	97.441815262081107	114.4922209965242	73.49182094472023	115.02532263247517	126.94274381401394	145.5424839920135	99.6353915215886	134.16999508264732	115.33056818950081
ENSDARG00000104654	4.245578182911674e-5	0.006282583331630597	-0.40310211484697434	7	51752239	51757085	-1	protein_coding	leap2	liver-expressed antimicrobial peptide 2 [Source:ZFIN;Acc:ZDB-GENE-081022-131]	258	238	335	225	319	159	197	260	181	221	197	284.3407229875027	223.96451305207526	279.00006934014675	225.97148880892934	293.04863601707194	157.66401981520303	198.47397247111704	223.91151383386693	200.37784294897264	224.63309782776557	180.31842804231476
ENSDARG00000098280	4.36061670760819e-5	0.0064089199978146225	-0.22475518329329977	6	53263854	53282595	-1	protein_coding	rbm5	RNA binding motif protein 5 [Source:ZFIN;Acc:ZDB-GENE-030131-3022]	1891	2536	2424	2000	2476	1835	1793	2262	1715	1774	1952	2084.06320608282	2386.445399580096	2018.7945315836291	2008.6354560793718	2274.571858239091	1819.581612332689	1806.4153941152936	1948.0301703546422	1898.6077384391606	1803.1634187622449	1786.7084849675045
ENSDARG00000077377	4.403290821466945e-5	0.006427912040391442	-0.2924652534756277	20	27240388	27283820	1	protein_coding	si:dkey-85n7.6	si:dkey-85n7.6 [Source:ZFIN;Acc:ZDB-GENE-110411-62]	260	348	345	299	305	231	236	281	216	238	285	286.5449146385686	327.4775232862277	287.3284296189571	300.2910006838661	280.1875673517459	229.05904765604967	237.7657741278356	241.99667456660234	239.12493965181267	241.91256689143987	260.8667613810137
ENSDARG00000051861	4.585013680195032e-5	0.0066482698362827965	0.32830233221420585	25	22151271	22191983	-1	protein_coding	pkp3a	plakophilin 3a [Source:ZFIN;Acc:ZDB-GENE-060512-114]	1561	1729	2573	1934	1811	2559	2147	3111	1956	2032	2289	1720.3715836569447	1627.0363154077234	2142.887099737903	1942.3504860287526	1663.6710966361043	2537.498281176758	2163.064055307047	2679.187382835231	2165.409175735859	2065.4047727874195	2095.1719887759314
ENSDARG00000088440	4.738813248788073e-5	0.006825470682671087	0.29847446380214615	15	28545143	28587490	-1	protein_coding	ssh2a	slingshot protein phosphatase 2a [Source:ZFIN;Acc:ZDB-GENE-030131-3810]	539	692	672	610	644	804	742	787	683	772	742	594.0296499622634	651.1909371093953	559.6658107360556	612.6338141042085	591.6091586049979	797.244477556121	747.5517135714153	677.7629284125126	756.121915658278	784.6911833621494	679.1689015603937
ENSDARG00000061191	4.8061091793034294e-5	0.006868018668368416	-0.39301765988423426	19	42367286	42391390	-1	protein_coding	plekho1a	pleckstrin homology domain containing, family O member 1a [Source:NCBI gene;Acc:563283]	191	257	273	192	217	164	150	157	167	150	214	210.50030267679466	241.84403300161068	227.3642356115226	192.8290037836197	199.34656431255362	162.62200785970626	151.12231406430232	135.2081064304504	184.87900426783662	152.46590350300832	195.87890152819978
ENSDARG00000094511	4.871805008220123e-5	0.006868018668368416	-1.1086135837367221	24	26006730	26009612	1	protein_coding	ccl20b	chemokine (C-C motif) ligand 20b [Source:ZFIN;Acc:ZDB-GENE-091204-95]	20	56	61	40	41	14	29	23	24	10	16	22.041916510659128	52.69753248284124	50.80299770074314	40.17270912158744	37.66455823416912	13.882366524609072	29.216980719098444	19.80755699299592	26.569437739090294	10.16439356686722	14.645151516127086
ENSDARG00000089227	4.882922023688044e-5	0.006868018668368416	-0.48397061501919375	25	27629006	27665978	-1	protein_coding	si:ch211-91p5.3	si:ch211-91p5.3 [Source:ZFIN;Acc:ZDB-GENE-131119-65]	85	126	140	133	124	90	77	110	67	85	79	93.67814517030129	118.56944808639278	116.59704390334491	133.57425782927822	113.91232246431636	89.24378480105831	77.57612121967519	94.73179431432831	74.17301368829374	86.39734531837138	72.31043561087749
ENSDARG00000076914	4.8955097196423796e-5	0.006868018668368416	-0.8604641771052608	9	18572970	18587754	1	protein_coding	lacc1	laccase (multicopper oxidoreductase) domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-081104-155]	45	40	74	48	46	33	31	29	27	15	27	49.594312148983036	37.64109463060088	61.629866063196594	48.207250945904924	42.25779704321413	32.72272109372138	31.231944906622477	24.974745773777464	29.890617456476583	15.246590350300831	24.713693183464457
ENSDARG00000026925	5.03321202462121e-5	0.007015648115609112	-1.3281242267415028	5	43782267	43796971	1	protein_coding	nos2a	nitric oxide synthase 2a, inducible [Source:ZFIN;Acc:ZDB-GENE-040305-1]	16	33	12	34	31	6	12	14	12	9	6	17.6335332085273	31.05390307024573	9.99403233457242	34.14680275334932	28.47808061607909	5.949585653403887	12.089785125144184	12.056773821823604	13.284718869545147	9.1479542101805	5.491931818547657
ENSDARG00000026329	5.179438053369755e-5	0.00717318968865728	0.3235754477452255	24	28448387	28557301	1	protein_coding	arhgap29a	Rho GTPase activating protein 29a [Source:ZFIN;Acc:ZDB-GENE-030131-9510]	200	249	281	218	278	332	285	369	253	274	279	220.41916510659127	234.31581407549052	234.02692383457085	218.94126471265153	255.3840777829028	329.2104061550151	287.13239672217435	317.782110018065	280.08615616624354	278.50438373216184	255.37482956246606
ENSDARG00000029766	5.915962370279736e-5	0.00809635894966029	0.4782682243877681	9	9502610	9562644	1	protein_coding	nr1i2	nuclear receptor subfamily 1, group I, member 2 [Source:ZFIN;Acc:ZDB-GENE-030903-3]	149	196	200	242	216	335	253	375	177	243	265	164.21227800441048	184.44136368994432	166.56720557620702	243.044890185604	198.4279165507446	332.18519898171706	254.89296972178988	322.94929879884654	195.94960332579092	246.99476367487347	242.56032198585487
ENSDARG00000030972	5.920966045111436e-5	0.00809635894966029	-0.3561965024765719	1	45002971	45014434	1	protein_coding	dnaja1	DnaJ heat shock protein family (Hsp40) member A1 [Source:ZFIN;Acc:ZDB-GENE-030131-2642]	142	201	225	225	212	144	152	185	123	146	168	156.4976072256798	189.14650051876944	187.3881062732329	225.97148880892934	194.75332550350862	142.7900556816933	153.13727825182633	159.3216540740976	136.16836841283776	148.40014607626142	153.7740909193344
ENSDARG00000100515	6.132248376224269e-5	0.008218469956639362	-0.41711715105661534	14	15760253	15763648	-1	protein_coding	dusp1	dual specificity phosphatase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2018]	1006	1006	1280	1042	1189	846	672	990	690	607	1065	1108.708400486154	946.6735299596122	1066.030115687725	1046.4990726173528	1092.2721887909045	838.8915771299481	677.0279670080744	852.5861488289548	763.871334998846	616.9786895088403	974.8178977922092
ENSDARG00000035521	6.144636058795028e-5	0.008218469956639362	0.4421743221822365	5	27488975	27538745	1	protein_coding	sfrp1a	secreted frizzled-related protein 1a [Source:ZFIN;Acc:ZDB-GENE-040310-5]	128	182	230	197	188	253	254	277	178	260	242	141.0682656682184	171.26698056923402	191.55228641263807	197.8505924238181	172.70577922009255	250.87419505186392	255.9004518155519	238.55188204608132	197.05666323158636	264.27423273854777	221.5079166814222
ENSDARG00000011770	6.160833465809884e-5	0.008218469956639362	0.3653831442584507	9	23808546	23812636	1	protein_coding	dhrs12	dehydrogenase/reductase (SDR family) member 12 [Source:ZFIN;Acc:ZDB-GENE-060929-1134]	142	155	178	141	141	169	218	213	178	158	204	156.4976072256798	145.85924169357844	148.24481296282426	141.60879965359572	129.5293344150694	167.5799959042095	219.63109644011934	183.43520171774483	197.05666323158636	160.5974183565021	186.72568183062035
ENSDARG00000076241	6.162425979984154e-5	0.008218469956639362	-0.25536111265078393	17	6358160	6382392	-1	protein_coding	txlnbb	taxilin beta b [Source:ZFIN;Acc:ZDB-GENE-070424-77]	3167	4089	4264	3842	3833	3390	2899	3314	2934	2710	3528	3490.3374794628726	3847.8608986131753	3551.2128228847337	3858.5887111284733	3521.176871013908	3361.5158941731966	2920.6905898160826	2854.0106032516733	3248.1137636037884	2754.550656621017	3229.2559093060227
ENSDARG00000041022	6.222148532970654e-5	0.00824720975796509	-0.2375489554256042	22	29655981	29689981	-1	protein_coding	pdcd4b	programmed cell death 4b [Source:ZFIN;Acc:ZDB-GENE-030131-9847]	1251	1590	1654	1304	1484	1099	1220	1382	997	1104	1432	1378.7218777417283	1496.2335115663852	1377.510790115232	1309.6303173637505	1363.2732785245603	1089.765772181812	1229.1281543896587	1190.1758158400157	1103.7387260780426	1122.1490497821412	1310.7410606933743
ENSDARG00000055592	6.50208374461101e-5	0.00856570239648298	0.3645231597965265	22	26328063	26353916	-1	protein_coding	capn2b	calpain 2, (m/II) large subunit b [Source:ZFIN;Acc:ZDB-GENE-050522-84]	380	437	636	445	537	572	621	682	639	508	608	418.7964137025234	411.22895883931466	529.6837137323383	446.92138897766023	493.3138480914345	567.1938322911707	625.6463802262115	587.3371247488355	707.4112798032791	516.3511931968549	556.5157576128292
ENSDARG00000058543	6.585973436096232e-5	0.008623633702233884	0.33624185417844416	23	9567334	9768700	-1	protein_coding	lama5	laminin, alpha 5 [Source:ZFIN;Acc:ZDB-GENE-030131-9823]	948	1139	1508	1409	1292	1716	1455	1908	1141	1512	1573	1044.7868426052426	1071.8301696063602	1255.9167300446009	1415.0836788079175	1186.8929082572317	1701.581496873512	1465.8864464237324	1643.1660322885311	1263.1553525125844	1536.8563073103237	1439.8014584292441
ENSDARG00000011245	6.698730640429206e-5	0.008718438282317652	0.2893037743373767	16	26645663	26676685	-1	protein_coding	esrp1	epithelial splicing regulatory protein 1 [Source:NCBI gene;Acc:560190]	568	634	821	646	725	863	730	1058	676	702	828	625.9904289027191	596.611349895024	683.7583788903298	648.7892523136371	666.0196273115271	855.7487364812591	735.4619284462713	911.1476216778124	748.37249631771	713.5404283940788	757.8865909595768
ENSDARG00000101512	6.785394784428146e-5	0.008778350557938328	0.4388804115092101	17	3993772	4017948	1	protein_coding	tmx4	thioredoxin-related transmembrane protein 4 [Source:ZFIN;Acc:ZDB-GENE-050706-155]	72	96	121	109	87	118	121	163	107	120	140	79.35089943837285	90.33862711344213	100.77315937360524	109.47063235632577	79.92235527738325	117.00851785027646	121.90533334520386	140.37529521123196	118.4554099201109	121.97272280240665	128.145075766112
ENSDARG00000052779	6.948958306656074e-5	0.008936443108053839	-1.065308182177942	12	46120836	46145909	-1	protein_coding	zgc:153932	zgc:153932 [Source:ZFIN;Acc:ZDB-GENE-070209-223]	255	525	500	505	361	259	216	251	114	146	217	281.03443551090385	494.0393670266366	416.41801394051754	507.1804526600414	331.63184201305006	256.82378070526784	217.61613225259532	216.16073066269462	126.2048292606789	148.40014607626142	198.62486743747363
ENSDARG00000078078	7.11705864607086e-5	0.009098464618246208	-0.23196559005779024	7	60551133	60598313	1	protein_coding	lrfn4b	leucine rich repeat and fibronectin type III domain containing 4b [Source:ZFIN;Acc:ZDB-GENE-070705-473]	411	509	518	458	484	391	404	433	320	411	411	452.96138429404505	478.98292917439625	431.4090624423762	459.9775194421762	444.6255167155574	387.71466508015334	407.0227658798542	372.8987903464015	354.2591698545373	417.75657559824276	376.1973295705145
ENSDARG00000110298	8.035473646619633e-5	0.010212141655012776	-0.3307671233386651	8	54211861	54216499	-1	protein_coding	mbd4	methyl-CpG binding domain protein 4 [Source:ZFIN;Acc:ZDB-GENE-040213-1]	250	266	324	248	278	189	195	238	217	199	230	275.52395638323907	250.3132792934959	269.83887303345534	249.07079655384211	255.3840777829028	187.41194808222247	196.459008283593	204.96515497100125	240.23199955760808	202.2714319806577	210.52405304432688
ENSDARG00000017386	8.384801551349579e-5	0.010591249666876528	0.4213335036960125	4	818928	858434	-1	protein_coding	sobpb	sine oculis binding protein homolog (Drosophila) b [Source:NCBI gene;Acc:100006088]	158	187	242	219	240	314	281	345	175	275	250	174.1311404342071	175.97211739805914	201.54631874721048	219.94558244069123	220.47546283416068	311.3616491948035	283.1024683471263	297.1133548949388	193.73548351420007	279.52082308884854	228.83049243948574
ENSDARG00000114760	8.478857338552264e-5	0.010591249666876528	0.22638094638129622	2	7419986	7431590	-1	protein_coding	asip2b	agouti signaling protein, nonagouti homolog (mouse) 2b [Source:ZFIN;Acc:ZDB-GENE-150212-1]	523	615	817	622	705	735	692	827	705	695	816	576.3961167537361	578.7318299454886	680.4270347788057	624.6856268406847	647.646672075347	728.8242425419762	697.1776088833146	712.2108536177229	780.4772335857774	706.4253528972719	746.9027273224814
ENSDARG00000092778	8.480843287987223e-5	0.010591249666876528	-1.691190443622674	3	5083407	5113772	1	protein_coding	si:ch73-338o16.4	si:ch73-338o16.4 [Source:ZFIN;Acc:ZDB-GENE-131119-14]	7	24	21	35	12	5	1	4	4	7	15	7.714670778730694	22.584656778360532	17.489556585501738	35.15112048138901	11.023773141708034	4.95798804450324	1.0074820937620153	3.4447925205210295	4.428239623181716	7.115075496807054	13.729829546369144
ENSDARG00000091860	8.581260730851665e-5	0.010655065407474152	-0.9382311255600725	8	42712747	42724810	1	protein_coding	zgc:194007	zgc:194007 [Source:ZFIN;Acc:ZDB-GENE-081022-49]	59	46	72	87	95	31	28	52	39	35	35	65.02365370644442	43.28725882519102	59.96419400743453	87.37564233945268	87.27153737185527	30.739525875920087	28.20949862533643	44.782302766773384	43.17533632602173	35.57537748403527	32.036268941528
ENSDARG00000097157	8.734187639641416e-5	0.010754949440549931	-0.5977735069078746	15	29593547	29598679	-1	protein_coding	si:ch211-207n23.2	si:ch211-207n23.2 [Source:ZFIN;Acc:ZDB-GENE-131121-310]	523	798	844	681	625	500	368	504	449	280	574	576.3961167537361	750.9398378804876	702.9136075315936	683.9403727950261	574.1548511306268	495.798804450324	370.75341050442165	434.04385758564973	497.0698977021476	284.6030198722822	525.3948106410593
ENSDARG00000075441	8.761264066358658e-5	0.010754949440549931	0.7421713950436641	12	30312308	30345444	-1	protein_coding	vwa2	von Willebrand factor A domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-100302-1]	52	100	124	104	101	208	135	221	73	162	142	57.30898292771373	94.10273657650221	103.27166745724836	104.44904371612733	92.78342394270929	206.2523026513348	136.01008265787206	190.3247867587869	80.81537312306631	164.663175783249	129.97571970562788
ENSDARG00000099186	9.474140544066538e-5	0.011564339347715115	0.20464933782398345	15	11643659	11671173	1	protein_coding	slc1a5	solute carrier family 1 member 5 [Source:ZFIN;Acc:ZDB-GENE-070501-4]	1095	1399	1601	1393	1412	1649	1453	1845	1225	1554	1571	1206.7949289585872	1316.4972847052659	1333.3704806375372	1399.0145951592824	1297.130639674312	1635.1444570771685	1463.8714822362083	1588.910550090325	1356.1483845994005	1579.546760291166	1437.9708144897284
ENSDARG00000005916	9.596229893599904e-5	0.011647558811866627	-0.26808206126085177	8	8291492	8339372	1	protein_coding	srpk3	SRSF protein kinase 3 [Source:ZFIN;Acc:ZDB-GENE-101025-2]	427	497	559	433	496	328	453	439	359	344	416	470.59491750257234	467.690600785216	465.5553395854986	434.869576241184	455.64928985726544	325.2440157194125	456.38938847419297	378.065979127183	397.43450618055897	349.6551387002324	380.77393941930427
ENSDARG00000087303	9.84710874577742e-5	0.011778579559037815	-0.3927005115368862	24	35564668	35565927	1	protein_coding	cebpd	CCAAT enhancer binding protein delta [Source:ZFIN;Acc:ZDB-GENE-020111-4]	3426	3566	4818	4316	4067	3221	2473	3290	2765	2276	4008	3775.7802982759085	3355.703586318069	4012.603982330827	4334.635314219285	3736.1404472772147	3193.935898268987	2491.503217873464	2833.341848128547	3061.020639524361	2313.4159758189794	3668.6104547898353
ENSDARG00000075706	9.867615680325219e-5	0.011778579559037815	-0.2652187074407792	2	31599963	31664615	-1	protein_coding	si:ch211-106h4.9	si:ch211-106h4.9 [Source:ZFIN;Acc:ZDB-GENE-070705-17]	358	444	467	346	430	342	332	362	283	316	352	394.5503055407984	417.8161503996698	388.93442502044337	347.49393390173134	395.01853757787126	339.1263822440216	334.4840551289891	311.7537231071532	313.2979533401064	321.1948367130042	322.1933333547959
ENSDARG00000015709	9.867729230205252e-5	0.011778579559037815	0.35522713045018345	25	30196039	30230559	1	protein_coding	hsd17b12a	hydroxysteroid (17-beta) dehydrogenase 12a [Source:NCBI gene;Acc:327417]	538	574	780	509	635	709	694	928	827	639	715	592.9275541367305	540.1497079491227	649.6121017472074	511.1977235722001	583.3413287487168	703.0427047105594	699.1925730708386	799.1918647608788	915.5385420928197	649.5047489228155	654.4552083769291
ENSDARG00000095557	1.0447319115613274e-4	0.012401886235869493	-0.3557785335472667	22	18247292	18280440	1	processed_transcript	BX664610.1	NA	220	280	249	231	327	199	185	242	155	199	218	242.4610816172504	263.48766241420617	207.37617094237774	231.99739517716745	300.3978181115439	197.32792417122894	186.38418734597283	208.4099474915223	171.59428539829148	202.2714319806577	199.54018940723157
